Date,Adj Close,Close,High,Low,Open,Volume
2020-07-13,873.35,893.0,898.86,876.85,878.4,69608392
2020-07-14,865.23,884.7,896.09,870.99,892.54,67331128
2020-07-15,832.28,851.01,913.22,829.78,894.36,139669773
2020-07-16,832.01,850.73,862.54,836.45,852.39,60961724
2020-07-17,862.84,882.25,886.08,848.24,851.47,49726765
2020-07-20,866.54,886.03,891.62,876.69,885.06,36592938
2020-07-21,889.85,909.87,912.39,893.69,894.85,42173371
2020-07-22,904.49,924.85,927.61,904.86,915.15,59771457
2020-07-23,928.78,949.67,959.78,919.01,924.82,58333751
2020-07-24,968.65,990.45,998.22,949.67,949.77,120597372
2020-07-27,973.19,995.09,1014.75,982.03,1005.52,80304827
2020-07-28,982.89,1005.01,1012.53,992.52,995.09,55114422
2020-07-29,946.31,967.6,1007.36,955.51,1005.1,72663399
2020-07-30,951.82,973.23,987.47,956.23,968.69,72857444
2020-07-31,932.97,953.97,982.53,947.37,975.84,74958061
2020-08-03,906.75,927.15,949.31,924.43,946.67,46715383
2020-08-04,970.66,992.5,1000.07,923.12,932.51,92041055
2020-08-05,959.76,981.36,1013.45,977.6,1000.99,74549993
2020-08-06,963.21,984.89,1000.39,972.75,995.46,49322975
2020-08-07,968.79,990.59,995.82,978.47,982.9,32984416
2020-08-10,956.78,978.31,999.15,972.89,996.42,26958997
2020-08-11,963.08,984.75,996.84,969.31,985.21,46828306
2020-08-12,960.28,981.89,989.92,972.29,978.84,30264617
2020-08-13,957.78,979.33,987.1,973.76,982.07,24830322
2020-08-14,954.05,975.52,995.46,964.19,979.56,33224635
2020-08-17,943.92,965.16,971.46,955.35,971.46,30979066
2020-08-18,956.2,977.71,984.98,961.0,962.23,30547672
2020-08-19,962.06,983.71,994.07,979.0,988.07,34087543
2020-08-20,946.49,967.79,980.18,963.61,978.38,22537845
2020-08-21,939.63,960.77,979.3,958.54,977.46,25280895
2020-08-24,945.91,967.19,971.23,955.54,965.18,32717218
2020-08-25,939.74,960.89,974.36,959.0,971.92,19388008
2020-08-26,964.66,986.36,991.28,944.69,962.23,59870421
2020-08-27,952.61,974.04,992.22,970.65,991.3,28085062
2020-08-28,955.11,976.6,984.33,972.03,978.38,27166900
2020-08-31,939.11,960.24,1003.3,950.85,1003.3,62076132
2020-09-01,942.07,963.27,979.49,951.8,969.15,38616258
2020-09-02,960.55,982.16,986.69,962.23,965.46,26949439
2020-09-03,953.28,974.73,987.03,970.53,982.07,18586429
2020-09-04,937.56,958.65,967.74,956.32,961.56,28475945
2020-09-07,939.99,961.14,971.8,943.42,961.77,21926473
2020-09-08,951.03,972.43,978.84,960.15,965.46,27397082
2020-09-09,975.51,997.46,1000.44,960.59,962.23,55310877
2020-09-10,1044.41,1067.91,1082.19,1003.92,1007.5,140304404
2020-09-11,1047.01,1070.56,1078.92,1055.5,1066.99,59470807
2020-09-14,1039.24,1062.63,1089.14,1053.14,1072.99,44063445
2020-09-15,1046.6,1070.15,1073.33,1055.98,1066.96,27178393
2020-09-16,1049.17,1072.78,1093.45,1066.32,1070.68,33952295
2020-09-17,1037.53,1060.87,1077.0,1057.69,1070.68,25828669
2020-09-18,1040.66,1064.08,1070.43,1050.63,1068.03,33074915
2020-09-21,1018.17,1041.07,1078.06,1037.15,1061.45,33627381
2020-09-22,997.99,1020.45,1050.84,1016.01,1050.84,34792254
2020-09-23,1006.86,1029.51,1050.72,1017.75,1042.99,42988708
2020-09-24,984.47,1006.62,1027.3,1004.25,1018.95,29826318
2020-09-25,993.72,1016.08,1021.21,1000.21,1010.22,28374935
2020-09-28,1000.29,1022.8,1032.84,1018.55,1027.76,19666849
2020-09-29,1013.29,1036.09,1044.84,1022.8,1026.84,25842539
2020-09-30,1008.46,1031.15,1046.22,1026.84,1042.99,24465159
2020-10-01,1004.35,1026.95,1044.74,1021.76,1044.74,20783227
2020-10-05,998.46,1020.93,1037.98,1018.07,1035.61,18922799
2020-10-06,997.63,1020.08,1030.94,1016.06,1026.95,18412175
2020-10-07,1018.91,1041.84,1065.6,1024.53,1031.45,53170865
2020-10-08,1010.67,1033.41,1046.68,1025.5,1042.53,21077808
2020-10-09,1008.06,1030.74,1039.76,1023.19,1031.45,18545499
2020-10-12,1009.68,1032.4,1041.03,1027.41,1031.45,14226473
2020-10-13,1029.38,1052.54,1054.87,1027.23,1029.42,23112012
2020-10-14,1032.45,1055.68,1063.3,1046.91,1051.71,26742011
2020-10-15,995.89,1018.3,1056.83,1012.99,1056.83,20036197
2020-10-16,982.04,1004.13,1030.3,1002.68,1022.22,21583600
2020-10-19,982.22,1004.32,1028.54,994.6,1010.71,31200385
2020-10-20,973.05,994.95,1012.07,993.26,1005.61,18482288
2020-10-21,958.93,980.5,1011.61,968.11,1000.53,34082321
2020-10-22,950.96,972.36,984.15,965.0,981.79,30802210
2020-10-23,953.71,975.17,985.3,967.49,971.92,23422125
2020-10-26,915.82,936.43,970.05,931.54,970.05,37324416
2020-10-27,918.26,938.92,950.62,925.31,939.11,36478896
2020-10-28,907.86,928.28,949.63,926.41,942.29,29924017
2020-10-29,914.83,935.41,942.38,918.85,921.62,30655304
2020-10-30,927.29,948.15,953.04,933.06,938.46,34021563
2020-11-02,847.38,866.44,935.46,858.0,935.46,99366895
2020-11-03,835.17,853.96,881.0,846.9,872.23,88691623
2020-11-04,863.51,882.94,890.23,847.78,847.78,80180117
2020-11-05,882.38,902.23,904.98,891.62,902.21,37205373
2020-11-06,915.85,936.45,941.46,912.92,918.38,66674086
2020-11-09,925.57,946.4,954.84,939.61,951.66,35838510
2020-11-10,940.85,962.02,964.53,942.01,958.54,36934242
2020-11-11,901.43,921.71,966.84,912.89,964.07,56724780
2020-11-12,893.66,913.77,926.9,906.85,914.23,40046527
2020-11-13,901.06,921.34,939.91,914.58,914.69,45388670
2020-11-14,903.73,924.06,930.06,920.85,929.88,5226220
2020-11-17,899.64,919.88,962.23,916.08,962.23,46542562
2020-11-18,896.91,917.09,926.0,904.59,919.88,30402290
2020-11-19,890.57,910.61,927.82,908.32,917.09,27796343
2020-11-20,857.33,876.62,915.52,874.54,911.46,57471248
2020-11-23,880.44,900.25,909.15,888.96,900.39,45327567
2020-11-24,886.46,906.41,911.0,891.62,906.39,30936268
2020-11-25,879.13,898.91,919.75,896.33,913.77,32637879
2020-11-26,881.3,901.12,906.85,890.72,901.33,25838637
2020-11-27,871.0,890.6,902.74,886.73,895.54,47336811
2020-12-01,882.33,902.19,907.42,890.72,895.47,19750687
2020-12-02,883.8,903.69,905.46,893.0,903.85,22188887
2020-12-03,886.46,906.41,914.28,903.92,910.08,27785372
2020-12-04,878.65,898.42,908.69,895.31,908.69,18464552
2020-12-07,883.82,903.71,906.85,895.59,895.59,18242188
2020-12-08,899.87,920.12,929.58,899.92,905.07,43403061
2020-12-09,914.85,935.44,938.6,922.65,927.59,29175254
2020-12-10,905.85,926.23,936.15,923.46,932.97,16065507
2020-12-11,905.31,925.68,940.54,911.12,929.0,26944202
2020-12-14,898.76,918.98,929.92,916.7,926.67,17312747
2020-12-15,891.11,911.16,918.25,905.05,918.25,18551265
2020-12-16,892.1,912.18,920.67,907.17,917.46,18561011
2020-12-17,896.19,916.35,925.31,912.45,915.85,20252358
2020-12-18,898.88,919.1,925.26,906.85,913.82,18466344
2020-12-21,875.47,895.17,933.15,856.2,927.61,44135540
2020-12-22,874.12,893.79,904.03,871.52,899.46,28140001
2020-12-23,877.35,897.09,900.59,886.38,890.69,19501410
2020-12-24,900.05,920.3,922.45,898.03,898.54,20776988
2020-12-28,904.18,924.52,931.31,920.83,926.09,17221499
2020-12-29,898.2,918.41,928.68,914.95,927.15,18611939
2020-12-30,900.66,920.92,926.32,911.72,920.81,22043630
2020-12-31,896.05,916.22,928.49,913.12,920.0,18781189
2021-01-01,897.05,917.23,921.62,914.69,917.46,10015175
2021-01-04,898.56,918.78,922.49,908.23,920.74,24513534
2021-01-05,887.39,907.35,915.43,902.69,908.69,24123091
2021-01-06,863.99,883.43,907.31,879.23,907.26,46401468
2021-01-07,862.59,882.0,897.62,879.23,886.31,32325918
2021-01-08,872.76,892.4,894.57,882.43,885.16,27540187
2021-01-11,856.31,875.58,894.76,873.39,894.76,33307825
2021-01-12,883.3,903.18,904.54,876.8,878.23,41161546
2021-01-13,875.07,894.76,911.44,885.36,906.18,26619458
2021-01-14,884.91,904.82,907.72,894.87,897.62,21553242
2021-01-15,874.46,894.13,910.91,886.1,904.82,20593268
2021-01-18,895.44,915.59,921.62,887.63,899.51,35100458
2021-01-19,910.09,930.57,937.31,920.53,920.53,32006615
2021-01-20,927.38,948.24,949.77,923.65,932.88,30924537
2021-01-21,947.55,968.87,978.38,957.61,960.84,39087742
2021-01-22,925.08,945.89,976.23,939.22,974.23,30532660
2021-01-25,876.06,895.77,939.13,891.62,939.13,54207104
2021-01-27,855.3,874.54,888.39,871.31,888.39,42370131
2021-01-28,846.97,866.03,887.6,863.0,867.69,34067814
2021-01-29,831.35,850.06,882.9,844.54,874.22,43712383
2021-02-01,855.43,874.68,879.16,852.85,858.11,34180952
2021-02-02,869.2,888.76,895.31,856.06,883.43,41470034
2021-02-03,871.39,890.99,900.85,876.85,889.91,30301696
2021-02-04,868.52,888.06,895.31,879.16,887.93,25626981
2021-02-05,868.27,887.81,897.46,886.08,890.72,20248046
2021-02-08,880.78,900.59,908.69,890.26,892.1,21183400
2021-02-09,882.9,902.76,918.2,900.99,905.44,19604141
2021-02-10,891.09,911.14,915.96,889.45,901.66,21234156
2021-02-11,927.83,948.71,952.63,910.19,913.77,42539278
2021-02-12,921.46,942.2,959.0,930.11,948.61,30497029
2021-02-15,917.4,938.04,951.29,934.54,945.17,15791099
2021-02-16,929.54,950.46,959.64,939.15,941.34,21421660
2021-02-17,940.26,961.42,967.28,946.35,950.69,23742994
2021-02-18,933.24,954.24,973.03,950.27,962.23,18646877
2021-02-19,938.93,960.06,971.43,947.6,949.31,23403483
2021-02-22,906.34,926.74,964.49,920.67,959.92,23804335
2021-02-23,913.27,933.82,947.41,929.28,945.15,25644108
2021-02-24,930.22,951.15,953.11,935.07,936.84,10807663
2021-02-25,967.84,989.62,993.15,956.69,958.07,34855693
2021-02-26,941.41,962.6,984.79,955.63,977.0,37481215
2021-03-01,948.59,969.93,974.69,951.84,973.86,17680764
2021-03-02,950.53,971.92,982.99,964.12,979.3,17150760
2021-03-03,993.91,1016.27,1024.48,972.47,978.86,31924461
2021-03-04,982.06,1004.15,1010.66,995.78,1006.07,21435754
2021-03-05,983.34,1005.47,1020.81,993.63,994.99,25511666
2021-03-08,988.94,1011.19,1030.02,1000.53,1000.76,19506841
2021-03-09,988.92,1011.17,1021.67,990.66,1015.3,15154484
2021-03-10,984.81,1006.97,1022.27,1001.57,1018.53,11519358
2021-03-12,964.79,986.5,1018.25,980.18,1012.99,16864952
2021-03-15,951.84,973.26,991.72,960.15,987.63,16698099
2021-03-16,948.09,969.43,981.15,967.07,975.61,13873801
2021-03-17,927.67,948.54,970.53,939.2,968.25,19210236
2021-03-18,906.8,927.2,962.13,923.46,956.64,20647480
2021-03-19,939.7,960.84,967.23,915.06,918.85,41787429
2021-03-22,930.85,951.8,957.15,938.32,955.77,18572478
2021-03-23,942.18,963.38,973.63,948.84,951.59,17421165
2021-03-24,924.04,944.83,959.8,941.64,959.8,16822814
2021-03-25,898.83,919.05,947.92,916.08,947.92,22001648
2021-03-26,900.27,920.53,929.32,910.86,928.54,20180202
2021-03-30,915.91,936.52,945.57,919.1,926.69,20441701
2021-03-31,904.09,924.43,946.03,922.54,931.31,16250796
2021-04-01,912.55,933.08,936.84,924.45,931.31,11723312
2021-04-05,899.35,919.58,934.54,905.51,934.51,14875099
2021-04-06,895.6,915.75,925.28,908.69,924.85,14009194
2021-04-07,903.98,924.31,944.64,919.91,923.0,24266353
2021-04-08,905.1,925.47,933.15,919.77,928.08,15369188
2021-04-09,894.59,914.72,925.93,913.77,922.28,14037885
2021-04-12,862.59,882.0,905.19,876.97,904.08,20901482
2021-04-13,871.91,891.53,895.59,885.09,887.93,19411189
2021-04-15,877.55,897.29,905.0,882.85,888.99,19723716
2021-04-16,872.04,891.66,899.88,889.06,893.74,15656948
2021-04-19,858.32,877.63,884.42,872.23,878.7,18478808
2021-04-20,858.07,877.38,885.62,872.44,881.7,17203668
2021-04-22,860.44,879.8,883.52,866.1,873.27,14490954
2021-04-23,859.52,878.86,885.57,874.7,879.62,11828857
2021-04-26,874.64,894.32,905.46,882.16,886.08,20846778
2021-04-27,897.57,917.76,921.71,894.5,895.31,19992524
2021-04-28,901.47,921.75,926.69,913.84,922.01,17122437
2021-04-29,913.54,934.1,943.54,926.37,933.57,17412606
2021-04-30,900.21,920.46,939.61,917.25,926.92,19828769
2021-05-03,884.21,904.1,913.31,896.74,907.31,23640186
2021-05-04,865.05,884.51,908.14,881.93,899.92,21849830
2021-05-05,866.63,886.13,894.62,880.56,887.63,12393609
2021-05-06,871.55,891.16,893.0,879.9,886.93,14624666
2021-05-07,871.88,891.5,902.53,888.85,894.27,12288548
2021-05-10,869.38,888.94,898.45,886.52,894.85,13941237
2021-05-11,872.52,892.15,894.64,881.46,883.77,13478264
2021-05-12,863.49,882.92,892.03,880.08,890.74,13177961
2021-05-14,874.39,894.06,896.23,879.62,889.79,13291616
2021-05-17,884.79,904.7,906.13,890.88,894.06,11873078
2021-05-18,897.25,917.44,924.2,910.31,914.23,12064918
2021-05-19,901.36,921.64,930.59,910.08,913.77,16317002
2021-05-20,896.1,916.26,928.03,914.23,922.03,11422532
2021-05-21,903.84,924.18,927.43,916.54,919.31,10785605
2021-05-24,896.21,916.38,927.52,914.69,926.69,8551760
2021-05-25,886.06,905.99,921.62,904.54,921.34,14780102
2021-05-26,889.17,909.18,913.54,906.99,911.46,7480204
2021-05-27,891.9,911.97,919.77,905.58,909.29,26819294
2021-05-28,945.48,966.75,971.46,918.38,918.38,56469931
2021-05-31,975.04,996.98,1011.47,962.25,970.07,59124142
2021-06-01,978.92,1000.95,1016.22,990.61,999.61,28013832
2021-06-02,993.52,1015.88,1019.68,995.46,995.46,24630162
2021-06-03,997.31,1019.75,1038.37,1013.5,1024.99,23974257
2021-06-04,988.67,1010.92,1022.89,1008.03,1022.13,14468646
2021-06-07,1005.32,1027.94,1034.68,1008.38,1016.22,16336573
2021-06-08,999.55,1022.04,1027.83,1014.45,1027.58,9674735
2021-06-09,981.67,1003.76,1024.99,995.89,1024.07,11409161
2021-06-10,985.28,1007.45,1029.14,1004.94,1012.25,14155653
2021-06-11,1002.38,1021.37,1028.22,1006.12,1007.41,13762778
2021-06-14,1016.76,1036.02,1042.18,1013.02,1022.22,20332436
2021-06-15,1019.07,1038.37,1049.87,1033.9,1043.45,15174215
2021-06-16,1001.67,1020.65,1037.01,1018.0,1036.02,10797349
2021-06-17,1003.51,1022.52,1031.45,1006.02,1015.3,15745975
2021-06-18,1008.04,1027.14,1031.45,1008.08,1027.07,29369026
2021-06-21,1013.29,1032.49,1037.22,1015.37,1016.91,12186448
2021-06-22,1008.08,1027.18,1043.45,1024.23,1040.22,12871913
2021-06-23,998.84,1017.77,1038.65,1016.08,1038.37,16653951
2021-06-24,975.36,993.84,1022.04,987.61,1018.46,91461975
2021-06-25,953.14,971.2,993.84,960.43,993.84,55355022
2021-06-28,944.79,962.69,981.38,960.38,979.3,20277042
2021-06-29,945.6,963.52,973.3,961.81,964.3,27144063
2021-06-30,955.95,974.06,979.6,965.02,967.42,19762858
2021-07-01,950.2,968.2,979.83,966.84,977.46,12534407
2021-07-02,964.28,982.56,984.33,965.9,967.77,14086620
2021-07-05,973.86,992.32,993.86,983.69,985.97,11702287
2021-07-06,962.36,980.59,991.72,978.47,989.89,10070124
2021-07-07,955.68,973.79,981.96,968.23,981.96,10454892
2021-07-08,947.78,965.73,976.97,960.38,976.97,11185460
2021-07-09,938.08,955.86,965.32,953.5,963.61,9037675
2021-07-12,943.93,961.81,969.84,957.38,959.8,8585292
2021-07-13,950.99,969.01,970.56,963.63,969.15,6717133
2021-07-14,944.79,962.69,972.31,960.5,969.31,8532544
2021-07-15,943.13,961.0,966.84,959.23,966.84,9448356
2021-07-16,956.74,974.87,975.96,963.43,963.5,8828185
2021-07-19,950.65,968.67,980.23,965.57,969.15,8354449
2021-07-20,948.32,966.29,972.84,961.77,968.92,6741464
2021-07-22,960.5,978.7,980.18,968.3,977.92,7972397
2021-07-23,953.71,971.78,985.05,970.1,985.05,9937030
2021-07-26,940.64,958.47,978.84,955.81,972.84,12389668
2021-07-27,930.75,948.38,961.63,942.38,958.44,10824523
2021-07-28,922.75,940.24,949.77,930.5,949.77,12897848
2021-07-29,929.95,947.57,957.34,943.03,947.92,13765738
2021-07-30,921.82,939.29,954.36,937.35,949.77,11350608
2021-08-02,938.67,956.46,959.64,941.99,948.06,10925104
2021-08-03,945.58,963.5,965.0,952.63,964.53,11817299
2021-08-04,952.83,970.88,975.61,963.15,966.57,13169800
2021-08-05,966.64,984.96,994.44,971.11,975.75,21252078
2021-08-06,946.17,964.1,990.82,959.34,982.97,16620987
2021-08-09,940.78,958.6,964.44,953.69,960.38,7494143
2021-08-10,945.72,963.63,975.15,957.04,960.84,11919198
2021-08-11,958.96,977.13,978.38,961.49,967.74,9184963
2021-08-12,955.88,974.0,981.24,971.46,980.64,8137612
2021-08-13,971.8,990.22,992.18,973.28,977.13,12780901
2021-08-16,984.42,1003.07,1016.68,982.14,991.92,21935444
2021-08-17,980.23,998.8,1008.47,991.23,1000.92,12658169
2021-08-18,984.03,1002.68,1009.21,993.42,1003.3,10075860
2021-08-20,972.98,991.42,1002.38,986.23,988.99,9426282
2021-08-23,979.37,997.92,1003.3,984.06,1003.3,9854395
2021-08-24,989.04,1007.78,1011.61,994.81,999.17,11864472
2021-08-25,997.6,1016.5,1024.53,1006.12,1008.56,13380559
2021-08-26,1010.21,1029.35,1036.02,1017.61,1018.99,18589616
2021-08-27,1008.83,1027.94,1035.03,1022.71,1032.38,10480636
2021-08-30,1028.24,1047.72,1050.3,1032.28,1038.37,14027062
2021-08-31,1022.76,1042.14,1053.95,1034.8,1050.79,26485463
2021-09-01,1026.81,1046.27,1058.17,1044.37,1048.99,11145486
2021-09-02,1039.18,1058.87,1065.05,1040.68,1040.68,9956770
2021-09-03,1081.79,1102.29,1105.29,1062.6,1066.06,30664428
2021-09-06,1098.6,1119.41,1144.52,1113.14,1113.6,33641710
2021-09-07,1105.53,1126.47,1134.37,1113.14,1121.44,17349882
2021-09-08,1101.2,1122.07,1132.52,1110.67,1131.6,14301651
2021-09-09,1098.6,1119.41,1125.07,1115.03,1120.48,8963249
2021-09-13,1074.12,1094.47,1122.83,1092.85,1122.83,16311160
2021-09-14,1072.71,1093.04,1104.83,1091.91,1096.06,8908356
2021-09-15,1077.17,1097.59,1105.64,1093.06,1093.06,9071075
2021-09-16,1099.78,1120.61,1124.56,1092.37,1099.08,13448882
2021-09-17,1082.72,1103.24,1133.37,1096.34,1128.83,34882133
2021-09-20,1084.44,1104.99,1116.07,1093.75,1094.72,11779819
2021-09-21,1089.13,1109.77,1115.26,1100.22,1109.91,9915736
2021-09-22,1100.82,1121.68,1126.98,1106.79,1111.29,10995912
2021-09-23,1127.72,1149.09,1152.37,1128.6,1129.47,15748397
2021-09-24,1124.46,1145.77,1156.26,1140.83,1155.39,15192163
2021-09-27,1143.37,1165.03,1167.55,1142.35,1147.75,15373834
2021-09-28,1154.06,1175.92,1183.7,1159.66,1169.44,18035258
2021-09-29,1144.91,1166.6,1186.05,1163.0,1186.05,9719875
2021-09-30,1141.01,1162.63,1169.72,1153.91,1165.29,13590654
2021-10-01,1143.03,1164.69,1172.12,1151.44,1154.65,8958928
2021-10-04,1157.73,1179.66,1188.29,1170.85,1178.21,10918552
2021-10-05,1181.75,1204.15,1205.44,1175.6,1179.18,13533634
2021-10-06,1159.4,1181.37,1209.11,1177.33,1209.11,10258881
2021-10-07,1165.09,1187.16,1199.32,1184.99,1197.59,6336665
2021-10-08,1209.86,1232.78,1238.85,1191.36,1193.09,15772493
2021-10-11,1201.43,1224.2,1255.28,1220.83,1246.7,14768666
2021-10-12,1208.29,1231.19,1238.2,1218.94,1220.67,6682011
2021-10-13,1220.59,1243.72,1255.05,1231.88,1236.36,9959762
2021-10-14,1223.06,1246.23,1254.1,1240.14,1246.21,8623469
2021-10-18,1226.32,1249.56,1266.82,1228.65,1231.56,13594479
2021-10-19,1237.3,1260.75,1269.75,1249.74,1257.03,8833409
2021-10-20,1223.06,1246.23,1265.78,1242.13,1265.78,12710570
2021-10-21,1187.78,1210.28,1258.97,1201.38,1258.69,20831669
2021-10-22,1190.0,1212.54,1229.85,1205.21,1209.13,11027475
2021-10-25,1178.4,1200.73,1236.82,1186.05,1236.82,17198417
2021-10-26,1205.24,1228.07,1231.7,1201.35,1207.79,9750178
2021-10-27,1190.0,1212.54,1235.34,1209.11,1223.9,9896298
2021-10-28,1176.95,1199.25,1217.41,1195.52,1209.13,9886181
2021-10-29,1148.71,1170.48,1198.12,1154.53,1198.12,14233025
2021-11-01,1149.42,1171.19,1179.59,1151.03,1170.48,15481114
2021-11-02,1132.66,1154.12,1175.9,1151.56,1174.52,10569130
2021-11-03,1124.87,1146.18,1162.98,1135.75,1156.54,11989430
2021-11-04,1131.77,1153.22,1156.01,1149.13,1150.5,1705656
2021-11-08,1133.18,1154.65,1162.98,1133.63,1162.7,20337183
2021-11-09,1142.12,1163.76,1167.09,1147.77,1156.06,15682497
2021-11-10,1154.9,1176.78,1180.52,1155.43,1161.46,10253470
2021-11-11,1157.0,1178.92,1186.29,1170.16,1172.23,10722478
2021-11-12,1174.46,1196.72,1199.32,1180.06,1182.78,8712341
2021-11-15,1167.53,1189.65,1200.91,1186.05,1199.9,4803269
2021-11-16,1140.4,1162.01,1188.36,1151.44,1187.0,11337581
2021-11-17,1115.99,1137.14,1153.27,1135.75,1153.27,10202029
2021-11-18,1120.2,1141.43,1148.67,1130.7,1135.29,8505625
2021-11-22,1070.58,1090.87,1130.21,1084.99,1124.26,24124307
2021-11-23,1080.59,1101.07,1108.18,1065.6,1076.7,25326999
2021-11-24,1064.99,1085.17,1112.17,1081.55,1098.37,16820296
2021-11-25,1129.1,1150.5,1154.67,1087.82,1095.14,42401936
2021-11-26,1092.71,1113.41,1143.41,1108.29,1138.89,15763138
2021-11-29,1105.8,1126.75,1153.75,1107.18,1125.64,24325354
2021-11-30,1089.45,1110.09,1142.63,1102.45,1138.98,32172299
2021-12-01,1117.35,1138.52,1141.75,1119.18,1122.83,10104610
2021-12-02,1124.53,1145.83,1152.0,1136.03,1139.77,12720411
2021-12-03,1090.74,1111.41,1153.06,1107.6,1153.01,19222481
2021-12-06,1070.06,1090.34,1119.14,1087.82,1114.98,10332254
2021-12-07,1078.78,1099.22,1109.45,1089.14,1096.59,11235122
2021-12-08,1095.2,1115.95,1122.28,1110.51,1118.72,8744178
2021-12-09,1112.57,1133.65,1142.17,1119.14,1123.75,13213547
2021-12-10,1113.7,1134.81,1138.06,1121.61,1126.17,8364414
2021-12-13,1091.37,1112.05,1141.8,1109.45,1141.52,12901733
2021-12-14,1078.01,1098.44,1110.37,1095.32,1098.37,12991523
2021-12-15,1074.86,1095.23,1109.91,1089.65,1100.22,9366969
2021-12-16,1088.77,1109.4,1114.75,1093.13,1110.23,9761279
2021-12-17,1060.03,1080.12,1111.29,1070.68,1106.7,21049821
2021-12-20,1031.45,1051.0,1069.69,1037.04,1069.69,14325846
2021-12-21,1046.81,1066.64,1082.68,1057.85,1066.69,12836561
2021-12-22,1071.65,1091.95,1094.63,1071.6,1072.94,17658543
2021-12-23,1071.26,1091.56,1098.37,1088.24,1095.6,9072401
2021-12-24,1074.68,1095.05,1103.91,1078.78,1093.75,7886494
2021-12-27,1073.53,1093.87,1097.45,1083.65,1089.85,4017223
2021-12-28,1086.28,1106.86,1109.84,1095.16,1096.34,6374613
2021-12-29,1088.14,1108.75,1116.37,1099.34,1103.45,15425312
2021-12-30,1068.48,1088.72,1109.88,1082.49,1107.6,29333171
2021-12-31,1072.58,1092.9,1100.17,1089.14,1095.14,9477290
2022-01-03,1088.75,1109.38,1111.27,1090.78,1091.45,5421611
2022-01-04,1113.32,1134.41,1135.75,1109.45,1114.94,10847728
2022-01-05,1118.53,1139.72,1143.14,1122.81,1136.21,11643813
2022-01-06,1094.48,1115.21,1132.52,1111.75,1131.23,14447422
2022-01-07,1103.31,1124.21,1134.39,1112.93,1121.88,13112115
2022-01-10,1104.21,1125.14,1133.91,1115.01,1131.6,9246731
2022-01-11,1112.16,1133.24,1142.19,1123.75,1124.21,16205164
2022-01-12,1141.85,1163.49,1165.26,1137.6,1140.5,14800442
2022-01-13,1148.28,1170.04,1172.67,1157.63,1163.56,11856712
2022-01-14,1149.96,1171.75,1184.81,1165.68,1169.9,19930176
2022-01-17,1155.96,1177.86,1183.75,1170.83,1171.29,8036453
2022-01-18,1142.17,1163.81,1182.52,1161.02,1179.02,6215029
2022-01-19,1142.08,1163.72,1173.13,1157.9,1167.59,9755485
2022-01-20,1122.08,1143.34,1158.34,1132.98,1153.77,16494486
2022-01-21,1122.26,1143.53,1154.79,1131.6,1131.6,13338594
2022-01-24,1076.99,1097.4,1155.94,1086.88,1142.21,21868937
2022-01-25,1074.89,1095.25,1102.36,1063.76,1084.32,24510205
2022-01-27,1058.97,1079.03,1087.34,1066.55,1078.06,20020431
2022-01-28,1057.95,1077.99,1096.48,1074.56,1091.45,14667727
2022-01-31,1080.93,1101.42,1110.55,1087.39,1089.23,12143683
2022-02-01,1077.36,1097.77,1117.11,1083.19,1111.29,13200509
2022-02-02,1079.55,1100.01,1110.83,1096.11,1110.83,10017691
2022-02-03,1065.6,1085.79,1108.27,1083.23,1103.91,9572839
2022-02-04,1055.89,1075.89,1083.81,1071.19,1080.37,11061241
2022-02-07,1049.46,1069.34,1087.66,1063.76,1080.83,10714467
2022-02-08,1067.1,1087.32,1089.14,1066.06,1075.59,12060849
2022-02-09,1079.53,1099.98,1101.69,1088.22,1094.29,11486225
2022-02-10,1078.42,1098.85,1105.62,1091.49,1105.62,12464491
2022-02-11,1076.31,1096.71,1100.45,1081.8,1095.25,15943370
2022-02-14,1059.17,1079.24,1086.81,1067.45,1080.03,10719633
2022-02-15,1095.13,1115.88,1118.63,1077.93,1085.08,11212671
2022-02-16,1092.87,1113.58,1122.83,1105.73,1121.44,10392840
2022-02-17,1106.7,1127.67,1132.94,1112.21,1116.88,12853252
2022-02-18,1098.05,1118.86,1133.63,1116.9,1128.09,6775458
2022-02-21,1086.96,1107.55,1124.91,1100.49,1113.14,11107193
2022-02-22,1082.02,1102.52,1105.71,1083.21,1085.86,13494914
2022-02-23,1075.25,1095.62,1110.62,1092.83,1108.11,7310110
2022-02-24,1021.67,1041.03,1079.86,1035.33,1063.76,24846650
2022-02-25,1034.44,1054.04,1065.12,1050.49,1052.27,14570089
2022-02-28,1068.68,1088.93,1092.53,1035.14,1035.14,21297446
2022-03-02,1086.35,1106.93,1108.06,1074.93,1077.35,21471786
2022-03-03,1077.17,1097.59,1114.45,1093.78,1107.6,10186748
2022-03-04,1053.28,1073.24,1091.12,1070.84,1085.91,10805667
2022-03-07,1014.33,1033.55,1067.03,1025.45,1051.62,17983310
2022-03-08,1012.5,1031.68,1036.53,1006.07,1020.61,21289374
2022-03-09,1066.21,1086.42,1092.37,1031.06,1031.91,20414228
2022-03-10,1083.49,1104.02,1109.91,1089.14,1107.6,17980493
2022-03-11,1086.62,1107.21,1112.68,1096.55,1096.55,12257423
2022-03-14,1095.54,1116.3,1118.86,1095.6,1101.55,8340678
2022-03-15,1070.45,1090.73,1120.5,1080.3,1120.5,15925769
2022-03-16,1088.52,1109.15,1111.25,1097.03,1099.29,11149828
