Date,Adj Close,Close,High,Low,Open,Volume,Body,Range,Upper_Wick,Lower_Wick,Body_Ratio,Upper_Wick_Ratio,Lower_Wick_Ratio
2020-01-17,704.0101928710938,722.780029296875,724.5858154296875,710.07080078125,710.2079467773438,29463471,12.57208251953125,14.5150146484375,1.8057861328125,0.13714599609375,0.8661432884523199,0.12440815090785236,0.009448560639827765
2020-01-20,682.3466186523438,700.5388793945312,735.5806884765625,697.8187255859375,735.5806884765625,32545850,35.04180908203125,37.761962890625,0.0,2.72015380859375,0.9279657729532627,0.0,0.07203422704673731
2020-01-21,683.0369262695312,701.2474975585938,706.7106323242188,695.8071899414062,698.8245239257812,18922720,2.4229736328125,10.9034423828125,5.463134765625,3.017333984375,0.22222097826938794,0.5010467863100503,0.2767322354205618
2020-01-22,682.7919311523438,700.9960327148438,707.1220703125,699.9674072265625,705.8648681640625,10322817,4.86883544921875,7.1546630859375,1.2572021484375,1.02862548828125,0.680512190544437,0.17571786865946665,0.14376994079609628
2020-01-23,679.8976440429688,698.0244750976562,704.9276733398438,695.212890625,702.4360961914062,11247739,4.41162109375,9.71478271484375,2.4915771484375,2.81158447265625,0.4541142322215032,0.25647276131358887,0.2894130064649079
2020-01-24,677.5374145507812,695.6015014648438,702.3675537109375,694.22998046875,698.093017578125,14628445,2.49151611328125,8.1375732421875,4.2745361328125,1.37152099609375,0.3061743395886774,0.5252838906139837,0.16854176979733884
2020-01-27,670.8580322265625,688.7439575195312,696.92724609375,688.0353393554688,692.5613403320312,13387750,3.8173828125,8.89190673828125,4.36590576171875,0.7086181640625,0.42930981226619075,0.49099770051824143,0.07969248721556783
2020-01-28,655.36181640625,672.8345947265625,690.3212280273438,669.1087036132812,689.68115234375,24532236,16.8465576171875,21.2125244140625,0.64007568359375,3.72589111328125,0.7941797632543606,0.030174422954083777,0.17564581379155564
2020-01-29,658.9686889648438,676.5376586914062,683.1893920898438,669.3143920898438,673.8860473632812,24746565,2.651611328125,13.875,6.6517333984375,4.5716552734375,0.19110712274774774,0.4794042088963964,0.32948866835585583
2020-01-30,642.8935546875,660.033935546875,676.4690551757812,658.319580078125,676.1490478515625,22402689,16.1151123046875,18.14947509765625,0.32000732421875,1.71435546875,0.8879106540534906,0.017631767447647807,0.09445757849886165
2020-01-31,628.599609375,645.35888671875,664.3770141601562,643.3245239257812,664.2626953125,34750310,18.90380859375,21.052490234375,0.11431884765625,2.03436279296875,0.8979369368324617,0.005430181721190755,0.0966328814463476
2020-02-03,616.9551391601562,633.4039916992188,640.0100708007812,623.140625,626.272216796875,30712290,7.13177490234375,16.86944580078125,6.6060791015625,3.131591796875,0.42276284512046425,0.3916002445828162,0.18563691029671947
2020-02-04,635.1676635742188,652.1021118164062,654.8908081054688,639.0271606445312,640.0328979492188,25383901,12.0692138671875,15.8636474609375,2.7886962890625,1.0057373046875,0.7608095109845716,0.17579162017621483,0.06339886883921357
2020-02-05,645.0086669921875,662.2054443359375,664.1712646484375,653.8850708007812,655.9879760742188,18472100,6.21746826171875,10.28619384765625,1.9658203125,2.1029052734375,0.6044478991746227,0.1911125088263741,0.20443959199900313
2020-02-06,649.1498413085938,666.4570922851562,670.6630249023438,658.3652954101562,664.765625,15538577,1.69146728515625,12.2977294921875,4.2059326171875,6.40032958984375,0.13754305510060252,0.3420088740656919,0.5204480708337056
2020-02-07,638.3961181640625,655.4165649414062,663.965576171875,652.970703125,663.348388671875,12209212,7.93182373046875,10.994873046875,0.6171875,2.44586181640625,0.7214111246808038,0.05613411790829355,0.22245475741090262
2020-02-10,639.2643432617188,656.3080444335938,660.833984375,644.810302734375,652.8335571289062,15142476,3.4744873046875,16.023681640625,4.52593994140625,8.02325439453125,0.21683451922051408,0.28245318665915015,0.5007122941203358
2020-02-11,646.9011840820312,664.1484375,670.2973022460938,660.6282348632812,661.7025756835938,13999816,2.44586181640625,9.6690673828125,6.14886474609375,1.0743408203125,0.25295736595588886,0.635931522933,0.1111111111111111
2020-02-12,654.716064453125,672.1716918945312,674.2518310546875,665.1770629882812,665.7028198242188,13533565,6.4688720703125,9.07476806640625,2.08013916015625,0.5257568359375,0.712841587021879,0.22922229471149644,0.057936118266624516
2020-02-13,656.4304809570312,673.9317626953125,675.5775756835938,668.6514892578125,675.5775756835938,13565659,1.64581298828125,6.92608642578125,0.0,5.2802734375,0.23762524564449183,0.0,0.7623747543555082
2020-02-14,662.4197998046875,680.0806884765625,686.4124145507812,664.3084106445312,675.3489990234375,21227841,4.731689453125,22.10400390625,6.33172607421875,11.04058837890625,0.21406481256488988,0.2864515452075372,0.49948364222757297
2020-02-17,658.2561645507812,675.80615234375,688.5610961914062,674.0003662109375,680.720703125,13149130,4.91455078125,14.56072998046875,7.84039306640625,1.8057861328125,0.33752090642723304,0.5384615384615384,0.12401755511122849
2020-02-18,653.4248046875,670.8458862304688,674.7318115234375,666.2742309570312,674.7318115234375,11127161,3.88592529296875,8.45758056640625,0.0,4.5716552734375,0.45946062972237656,0.0,0.5405393702776234
2020-02-19,669.6334838867188,687.4867553710938,688.6982421875,674.3660888671875,676.3090209960938,14084409,11.177734375,14.3321533203125,1.21148681640625,1.94293212890625,0.7799061400744406,0.08452929502849015,0.13556456489706922
2020-02-20,661.6849975585938,679.3263549804688,689.4068603515625,678.3434448242188,684.3780517578125,16892268,5.05169677734375,11.06341552734375,5.02880859375,0.98291015625,0.4566127670842919,0.4545439499511759,0.0888432829645322
2020-02-24,643.4279174804688,660.58251953125,675.2346801757812,658.1138305664062,671.9202270507812,21370214,11.33770751953125,17.120849609375,3.314453125,2.46868896484375,0.6622164073751907,0.19359162662027465,0.14419196600453463
2020-02-25,630.71484375,647.5304565429688,663.53125,644.6045532226562,663.53125,27745062,16.00079345703125,18.92669677734375,0.0,2.9259033203125,0.8454086650865057,0.0,0.15459133491349425
2020-02-26,619.8495483398438,636.3755493164062,645.6788940429688,634.249755859375,644.6045532226562,29362748,8.22900390625,11.42913818359375,1.0743408203125,2.12579345703125,0.720002136124536,0.09400016020934021,0.18599770366612373
2020-02-27,617.2890625,633.7468872070312,637.198486328125,625.8607177734375,634.546875,25054993,0.79998779296875,11.3377685546875,2.651611328125,7.88616943359375,0.07055954521474177,0.2338741803852324,0.6955662744000258
2020-02-28,591.64013671875,607.4140625,620.374755859375,605.7454223632812,619.4146728515625,39315769,12.0006103515625,14.62933349609375,0.9600830078125,1.66864013671875,0.8203114895676444,0.06562725554577428,0.11406125488658125
2020-03-02,586.0740356445312,601.6995239257812,625.8607177734375,594.8191528320312,619.506103515625,29500495,17.80657958984375,31.04156494140625,6.3546142578125,6.88037109375,0.5736366585723134,0.20471307647689177,0.22165026495079485
2020-03-03,597.9634399414062,613.9058227539062,618.95751953125,604.3739013671875,607.8941040039062,27398798,6.01171875,14.5836181640625,5.05169677734375,3.52020263671875,0.41222409160535367,0.3463952991989554,0.24138060919569093
2020-03-04,596.5607299804688,612.4657592773438,618.9118041992188,597.9278564453125,618.0889282226562,22105261,5.6231689453125,20.98394775390625,0.8228759765625,14.53790283203125,0.2679747877405825,0.03921454562377655,0.692810666635641
2020-03-05,583.8475341796875,599.4136962890625,620.80908203125,597.0592651367188,618.1803588867188,30510390,18.76666259765625,23.74981689453125,2.62872314453125,2.35443115234375,0.7901813593340821,0.11068393311009285,0.09913470755582511
2020-03-06,565.9689331054688,581.0584106445312,588.8988647460938,567.38916015625,580.6012573242188,33734039,0.4571533203125,21.50970458984375,7.8404541015625,13.21209716796875,0.02125335187208263,0.36450775364272237,0.614238894485195
2020-03-09,496.12457275390625,509.3518981933594,567.3434448242188,500.59716796875,566.9091186523438,88187018,57.557220458984375,66.74627685546875,0.434326171875,8.754730224609375,0.8623285547989111,0.006507122079864956,0.13116432312122395
2020-03-11,513.669189453125,527.3642578125,538.7476806640625,506.5403137207031,506.5403137207031,59578576,20.823944091796875,32.207366943359375,11.3834228515625,0.0,0.6465584140553416,0.3534415859446583,0.0
2020-03-12,473.34771728515625,485.96783447265625,503.3401489257813,479.4303588867187,496.0255126953125,55970485,10.05767822265625,23.909790039062614,7.314636230468807,6.537475585937557,0.42065104738370857,0.30592640999852033,0.2734225426177711
2020-03-13,492.1837158203125,505.3059692382813,521.1696166992188,430.8335876464844,456.25201416015625,73297403,49.05395507812506,90.33602905273438,15.863647460937443,25.418426513671875,0.5430165083910145,0.17560709306446173,0.2813763985445239
2020-03-16,452.2853088378906,464.3438720703125,493.6025085449219,459.4521789550781,484.8477783203125,38482258,20.50390625,34.15032958984375,8.754730224609375,4.891693115234375,0.6004014162164287,0.2563585865716803,0.14323999721189093
2020-03-17,448.8566284179687,460.8236999511719,484.5963439941406,458.6293029785156,478.7674560546875,45445979,17.943756103515625,25.967041015625,5.828887939453125,2.19439697265625,0.6910204398228674,0.2244725510290426,0.08450700914808999
2020-03-18,431.2674865722656,442.765625,473.5786437988281,439.3368835449219,468.732666015625,44730415,25.967041015625,34.24176025390625,4.845977783203125,3.428741455078125,0.7583442212981069,0.14152244940884146,0.10013332929305173
2020-03-19,408.6465148925781,419.54156494140625,442.0798645019531,407.8838195800781,420.6387634277344,61404010,1.097198486328125,34.196044921875,21.44110107421875,11.657745361328125,0.03208553763556012,0.6270052903253442,0.3409091720390956
2020-03-20,453.2872619628906,465.37249755859375,473.1214599609375,425.1647033691406,429.5077819824219,63360475,35.864715576171875,47.956756591796875,7.74896240234375,4.34307861328125,0.7478553206057856,0.16158228689863546,0.09056239249557892
2020-03-23,393.6624145507813,404.1579284667969,434.30804443359375,400.3177185058594,418.8558044433594,40670949,14.6978759765625,33.990325927734375,15.452239990234375,3.8402099609375,0.43241350517824195,0.45460699679923144,0.11297949802252659
2020-03-24,420.0906372070313,431.2907409667969,443.4513549804687,409.5296325683594,425.1647033691406,45734887,6.12603759765625,33.92172241210932,12.160614013671818,15.63507080078125,0.18059335322752915,0.35849046419089686,0.460916182581574
2020-03-25,481.9196472167969,494.7682800292969,526.4498901367188,440.3655090332031,440.616943359375,73130298,54.151336669921875,86.08438110351562,31.681610107421875,0.251434326171875,0.6290494974321232,0.36802971341949997,0.0029207891483767267
2020-03-26,474.7726745605469,487.4307556152344,510.6091003417969,476.52734375,500.962890625,45744488,13.532135009765625,34.081756591796875,9.646209716796875,10.903411865234375,0.39704922407146903,0.28303147142124174,0.31991930450728917
2020-03-27,474.5054931640625,487.1564636230469,506.2203063964844,478.2874450683594,500.59716796875,41657940,13.440704345703125,27.932861328125,5.623138427734375,8.8690185546875,0.48117893071591517,0.20130907326964592,0.3175119960144389
2020-03-30,458.85345458984375,471.0870666503906,491.3623962402344,466.3096923828125,475.7273254394531,30229866,4.6402587890625,25.052703857421875,15.63507080078125,4.777374267578125,0.1852198794777124,0.6240871600032646,0.190692960519023
2020-03-31,495.9464721679687,509.1690368652344,516.5065307617188,479.1103515625,490.9738159179687,44292810,18.195220947265682,37.39617919921875,7.337493896484375,11.863464355468693,0.48655294035081,0.19620972124974906,0.31723733839944096
2020-04-01,481.1181640625,493.9454040527344,514.1292724609375,477.8302917480469,513.054931640625,41597459,19.109527587890625,36.298980712890625,1.0743408203125,16.1151123046875,0.526448049300304,0.029596996918731005,0.44395495378096506
2020-04-03,479.7822570800781,492.5738830566406,518.6323852539062,482.9048156738281,518.6323852539062,41367807,26.058502197265625,35.727569580078125,0.0,9.6690673828125,0.7293667748336282,0.0,0.27063322516637184
2020-04-07,537.0694580078125,551.3883666992188,554.9999389648438,502.8829956054687,503.8430480957031,54373624,47.545318603515625,52.11694335937506,3.611572265625,0.9600524902344318,0.9122814105897278,0.06929746897705068,0.018421120433221506
2020-04-08,530.8574829101562,545.0108642578125,561.8574829101562,530.31298828125,539.456298828125,49880330,5.5545654296875,31.54449462890625,16.84661865234375,9.143310546875,0.1760866831132395,0.53405891742853,0.28985439945823055
2020-04-09,543.2366943359375,557.7200927734375,563.5946655273438,545.3994750976562,554.9999389648438,33032857,2.72015380859375,18.1951904296875,5.87457275390625,9.6004638671875,0.14949850726241992,0.3228640434738855,0.5276374492636946
2020-04-13,529.521728515625,543.639404296875,555.4571533203125,539.456298828125,550.4054565429688,23673784,6.76605224609375,16.0008544921875,5.05169677734375,4.18310546875,0.422855682451041,0.31571418762730874,0.2614301299216503
2020-04-15,512.0215454101562,525.6727294921875,565.0576171875,522.5411376953125,547.2509765625,35321842,21.5782470703125,42.5164794921875,17.806640625,3.131591796875,0.5075266656139192,0.4188173818171378,0.073655952568943
2020-04-16,520.1258544921875,533.9931640625,542.8621826171875,523.4555053710938,525.6727294921875,37455706,8.3204345703125,19.40667724609375,8.8690185546875,2.21722412109375,0.4287408124946927,0.4570086080280791,0.11425057947722819
2020-04-17,545.0401611328125,559.5715942382812,562.3146362304688,545.2394409179688,555.914306640625,33269335,3.65728759765625,17.0751953125,2.7430419921875,10.67486572265625,0.2141871604232199,0.16064483843294253,0.6251680011438375
2020-04-20,553.8569946289062,568.62353515625,574.6580810546875,549.5139770507812,560.4859619140625,36030932,8.1375732421875,25.14410400390625,6.0345458984375,10.97198486328125,0.3236374316986317,0.23999844645488286,0.4363641218464855
2020-04-21,550.9848022460938,565.6748046875,572.3722534179688,532.1416625976562,553.1712646484375,61371628,12.5035400390625,40.2305908203125,6.69744873046875,21.02960205078125,0.3107968285852128,0.1664765193328256,0.5227266520819616
2020-04-22,607.2032470703125,623.3920288085938,633.1296997070312,594.3162841796875,603.4595947265625,142683366,19.93243408203125,38.81341552734375,9.7376708984375,9.143310546875,0.5135449640598881,0.2508841534849564,0.23557088245515545
2020-04-23,610.4539184570312,626.7293701171875,633.5640258789062,618.6832275390625,625.1064453125,65464502,1.6229248046875,14.88079833984375,6.83465576171875,6.4232177734375,0.10906167583375374,0.4592936215941298,0.43164470257211646
2020-04-24,630.9819946289062,647.8047485351562,683.4408569335938,615.89453125,617.2431640625,134986308,30.56158447265625,67.54632568359375,35.6361083984375,1.3486328125,0.45245369253414947,0.5275802649187343,0.019966042547116192
2020-04-27,636.659423828125,653.6336059570312,674.3203735351562,650.5477294921875,655.5765380859375,58482901,1.94293212890625,23.77264404296875,18.74383544921875,3.08587646484375,0.08172974471810646,0.7884623778213103,0.12980787746058317
2020-04-28,635.9469604492188,652.9021606445312,665.3827514648438,636.4441528320312,662.8912353515625,78453401,9.98907470703125,28.9385986328125,2.49151611328125,16.4580078125,0.3451817012211841,0.08609664016198089,0.568721658616835
2020-04-29,635.4125366210938,652.353515625,664.5598754882812,649.1762084960938,660.5596923828125,37494672,8.2061767578125,15.3836669921875,4.00018310546875,3.17730712890625,0.5334343730906264,0.26002793140934594,0.20653769550002776
2020-04-30,652.8013916015625,670.2058715820312,683.4408569335938,657.4281005859375,664.697021484375,71345899,5.50885009765625,26.01275634765625,13.2349853515625,7.2689208984375,0.21177494703103994,0.5087882719800654,0.2794367809888947
2020-05-04,639.0863037109375,656.1251831054688,669.7487182617188,648.0104370117188,658.319580078125,53456868,2.19439697265625,21.73828125,11.42913818359375,8.11474609375,0.10094620395327943,0.5257608939802336,0.37329290206648696
2020-05-05,650.4190673828125,667.760009765625,676.1490478515625,661.6111450195312,664.582763671875,44903763,3.17724609375,14.53790283203125,8.3890380859375,2.97161865234375,0.21854913535049897,0.5770459593012272,0.20440490534827385
2020-05-06,650.4635620117188,667.8057861328125,678.8692016601562,660.833984375,669.2915649414062,40489094,1.48577880859375,18.03521728515625,9.57763671875,6.9718017578125,0.0823820852891309,0.5310519173302559,0.38656599738061315
2020-05-07,671.0361328125,688.9268188476562,691.9898681640625,660.6054077148438,665.1770629882812,50026966,23.749755859375,31.38446044921875,3.06304931640625,4.5716552734375,0.75673615284236,0.09759764139843603,0.14566620575920405
2020-05-08,695.4605712890625,714.00244140625,722.277099609375,702.7103881835938,706.322021484375,84262770,7.680419921875,19.56671142578125,8.274658203125,3.61163330078125,0.3925248221198387,0.4228946818432783,0.18458049603688303
2020-05-11,702.1399536132812,720.8599243164062,738.3236694335938,718.8026733398438,722.3228149414062,67085063,1.462890625,19.52099609375,16.0008544921875,2.0572509765625,0.07493934315515646,0.819674078891418,0.10538657795342554
2020-05-12,658.7014770507812,676.2633056640625,716.9968872070312,669.7487182617188,715.3739013671875,100683202,39.110595703125,47.2481689453125,1.62298583984375,6.51458740234375,0.8277695533216038,0.034350237820269365,0.13788020885812685
2020-05-13,672.6769409179688,690.6114501953125,704.7102661132812,671.020751953125,704.7102661132812,66430125,14.09881591796875,33.68951416015625,0.0,19.5906982421875,0.41849270520627063,0.0,0.5815072947937293
2020-05-14,645.4813232421875,662.690673828125,690.726806640625,659.9678344726562,677.9432373046875,49266771,15.2525634765625,30.75897216796875,12.7835693359375,2.72283935546875,0.4958736395114643,0.41560456786816286,0.08852179262037285
2020-05-15,656.0224609375,673.5128784179688,676.8818359375,653.0684204101562,666.40576171875,62152260,7.10711669921875,23.81341552734375,3.36895751953125,13.33734130859375,0.2984501190540267,0.14147309173952158,0.5600767892064518
2020-05-18,647.6390380859375,664.9058837890625,683.9427490234375,659.0217895507812,678.40478515625,62796089,13.4989013671875,24.92095947265625,5.5379638671875,5.88409423828125,0.5416686055767135,0.22222113371131874,0.23611026071196778
2020-05-19,633.3218383789062,650.2070922851562,674.5743408203125,647.5996704101562,672.4052734375,42315854,22.19818115234375,26.97467041015625,2.1690673828125,2.607421875,0.8229268723144769,0.08041126545130364,0.09666186223421948
2020-05-20,644.469970703125,661.65234375,667.7210693359375,642.8692626953125,650.7147827148438,55320985,10.93756103515625,24.851806640625,6.0687255859375,7.84552001953125,0.44011130431365614,0.24419655575530733,0.3156921399310365
2020-05-21,647.86376953125,665.1366577148438,674.4589233398438,657.6372680664062,662.2522583007812,39167981,2.8843994140625,16.8216552734375,9.322265625,4.614990234375,0.17146941648585298,0.5541824198312083,0.2743481636829387
2020-05-22,643.50341796875,660.6600952148438,672.8667602539062,658.3295288085938,670.0054931640625,37828973,9.34539794921875,14.5372314453125,2.86126708984375,2.33056640625,0.6428595420231927,0.196823384191655,0.16031707378515228
2020-05-26,640.132080078125,657.1988525390625,669.0363159179688,653.6221923828125,668.3209838867188,33216635,11.12213134765625,15.41412353515625,0.71533203125,3.57666015625,0.7215545744322794,0.04640757092795343,0.23203785463976717
2020-05-27,649.7967529296875,667.12109375,671.020751953125,651.6377563476562,660.40625,35667956,6.71484375,19.38299560546875,3.899658203125,8.76849365234375,0.3464296173139235,0.2011896552267052,0.4523807274593713
2020-05-28,661.7987060546875,679.443115234375,682.9043579101562,668.7132568359375,671.4822387695312,40126278,7.96087646484375,14.19110107421875,3.46124267578125,2.76898193359375,0.5609766587672629,0.2439023341232737,0.19512100710946337
2020-05-29,658.27001953125,675.8203735351562,679.3277587890625,670.3977661132812,677.4817504882812,40022527,1.661376953125,8.92999267578125,1.84600830078125,5.422607421875,0.18604460422803792,0.20672002405867035,0.6072353717132918
2020-06-01,683.4204711914062,701.6412963867188,709.9483032226562,681.1506958007812,683.019775390625,39943702,18.62152099609375,28.797607421875,8.3070068359375,1.86907958984375,0.646634309694375,0.2884617014963333,0.06490398880929169
2020-06-02,690.3204956054688,708.7252807617188,710.7097778320312,701.8489379882812,704.248779296875,22153960,4.47650146484375,8.86083984375,1.9844970703125,2.39984130859375,0.5052005841185871,0.2239626384526368,0.2708367774287761
2020-06-03,692.9950561523438,711.4712524414062,719.9397583007812,707.6407470703125,713.0172729492188,25381289,1.5460205078125,12.29901123046875,6.9224853515625,3.83050537109375,0.12570282918211279,0.5628489332876774,0.3114482375302099
2020-06-04,710.1441650390625,729.0774536132812,733.5540161132812,711.1712646484375,712.5557250976562,34202350,16.521728515625,22.38275146484375,4.4765625,1.38446044921875,0.7381455555888842,0.20000054537670534,0.06185389903441054
2020-06-05,710.9981689453125,729.9542846679688,746.7067260742188,726.2622680664062,736.0922241210938,33076685,6.137939453125,20.4444580078125,10.614501953125,3.6920166015625,0.3002251001606152,0.5191872510911686,0.18058764874821623
2020-06-08,705.5140991210938,724.323974609375,746.891357421875,722.2472534179688,746.891357421875,31414953,22.5673828125,24.64410400390625,0.0,2.07672119140625,0.9157315197551075,0.0,0.0842684802448925
2020-06-09,690.9723510742188,709.3944702148438,730.5542602539062,707.479248046875,720.0781860351562,25857161,10.6837158203125,23.07501220703125,10.47607421875,1.91522216796875,0.4629993572465819,0.45400080939319315,0.08299983336022494
2020-06-10,706.7053833007812,725.5469970703125,728.9620971679688,710.7328491210938,712.140380859375,22132647,13.4066162109375,18.229248046875,3.41510009765625,1.40753173828125,0.7354453774759934,0.1873417975812608,0.0772128249427458
2020-06-11,691.2195434570312,709.6483154296875,723.608642578125,706.5562744140625,722.708740234375,20385805,13.0604248046875,17.0523681640625,0.89990234375,3.092041015625,0.7659009399182493,0.05277286621376876,0.18132619386798193
2020-06-12,714.1897583007812,733.23095703125,735.1692504882812,690.865234375,692.249755859375,38548899,40.981201171875,44.30401611328125,1.93829345703125,1.384521484375,0.924999690030129,0.04374983640479034,0.03125047356508059
2020-06-15,725.7647705078125,745.1145629882812,750.837158203125,720.4473876953125,722.2472534179688,53107403,22.8673095703125,30.3897705078125,5.72259521484375,1.79986572265625,0.7524673331914056,0.18830662815872876,0.059226038649865635
2020-06-16,727.1807250976562,746.5682983398438,760.8055419921875,731.6156616210938,758.2442626953125,51187003,11.67596435546875,29.18988037109375,2.561279296875,14.95263671875,0.40000041819394583,0.08774545370906665,0.5122541280969876
2020-06-17,726.1243286132812,745.4837646484375,754.7598876953125,739.368896484375,742.2070922851562,41782053,3.27667236328125,15.3909912109375,9.276123046875,2.83819580078125,0.2128954736165859,0.6026982225993988,0.1844063037840153
2020-06-18,744.3521728515625,764.1975708007812,768.397216796875,740.984130859375,741.6302490234375,40471557,22.56732177734375,27.4130859375,4.19964599609375,0.6461181640625,0.8232317160058423,0.1531985857290442,0.023569698265113462
2020-06-19,790.8770751953125,811.9628295898438,825.5308837890625,767.0127563476562,770.7047119140625,105804173,41.25811767578125,58.51812744140625,13.56805419921875,3.69195556640625,0.7050484948803717,0.23186070355385754,0.06309080156577082
2020-06-22,784.9209594726562,805.8479614257812,832.6380004882812,800.7022094726562,818.423828125,60198705,12.57586669921875,31.935791015625,14.21417236328125,5.145751953125,0.3937859780290347,0.44508596503298703,0.16112805693797827
2020-06-23,773.5706176757812,794.195068359375,813.9703369140625,791.9798583984375,807.6246948242188,37962078,13.42962646484375,21.990478515625,6.34564208984375,2.2152099609375,0.6107018751457152,0.28856316543248256,0.10073495942180231
2020-06-24,776.6947631835938,797.4024658203125,818.1007690429688,789.9492797851562,801.1175537109375,51586221,3.715087890625,28.1514892578125,16.98321533203125,7.45318603515625,0.13196772137353274,0.6032794633526583,0.26475281527380895
2020-06-25,772.2221069335938,792.810546875,807.1632080078125,790.572265625,797.0101928710938,39679374,4.19964599609375,16.5909423828125,10.15301513671875,2.23828125,0.2531288397725015,0.6119613282026002,0.13490983202489829
2020-06-26,782.8980712890625,803.7711791992188,808.5477294921875,792.3952026367188,797.8409423828125,30921913,5.93023681640625,16.15252685546875,4.77655029296875,5.44573974609375,0.36713988278548837,0.2957153599377274,0.3371447572767842
2020-06-29,774.58203125,795.2334594726562,802.8943481445312,791.72607421875,797.4948120117188,25621946,2.2613525390625,11.16827392578125,5.3995361328125,3.50738525390625,0.20248003891114377,0.48347096146594454,0.31404899962291166
2020-06-30,766.0188598632812,786.44189453125,803.47119140625,782.4960327148438,801.625244140625,30276420,15.183349609375,20.97515869140625,1.845947265625,3.94586181640625,0.7238729314403606,0.08800635517390887,0.18812071338573053
2020-07-01,781.07763671875,801.902099609375,807.1632080078125,788.2647705078125,793.7797241210938,28464103,8.12237548828125,18.8984375,5.2611083984375,5.51495361328125,0.42979084849111204,0.27838853865233565,0.2918206128565523
2020-07-02,794.524169921875,812.4012451171875,815.7471313476562,800.7252807617188,804.3942260742188,28789533,8.00701904296875,15.0218505859375,3.34588623046875,3.6689453125,0.5330248092378452,0.2227346232295078,0.24424056753264695
2020-07-03,806.9586791992188,825.1155395507812,827.46923828125,815.9317016601562,821.3773803710938,29434266,3.7381591796875,11.53753662109375,2.35369873046875,5.4456787109375,0.32399976723394575,0.20400357613301523,0.471996656633039
2020-07-06,835.7996215820312,854.6054077148438,857.4666748046875,827.0538330078125,833.0072021484375,47016185,21.59820556640625,30.412841796875,2.86126708984375,5.953369140625,0.710167294153535,0.09408088559937706,0.195751820247088
2020-07-07,823.0040283203125,841.5218505859375,860.397216796875,833.607177734375,858.3897094726562,35189589,16.86785888671875,26.7900390625,2.00750732421875,7.9146728515625,0.6296317391462837,0.0749348412495899,0.2954334196041264
2020-07-08,811.517333984375,829.7767333984375,846.8291015625,826.084716796875,841.7987670898438,26204095,12.02203369140625,20.744384765625,5.03033447265625,3.6920166015625,0.5795319469453566,0.24249137920888794,0.17797667384575552
2020-07-09,823.364990234375,841.8910522460938,846.8521728515625,824.3540649414062,834.8532104492188,36418942,7.037841796875,22.49810791015625,4.96112060546875,10.4991455078125,0.31281927462433096,0.22051279268818721,0.46666793268748186
