Open,High,Low,Close,Volume,Body,Range,Upper_Wick,Lower_Wick,Body_Ratio,Upper_Wick_Ratio,Lower_Wick_Ratio,Open_1,High_1,Low_1,Close_1,Body_1,Range_1,Upper_Wick_1,Lower_Wick_1,Body_Ratio_1,Upper_Wick_Ratio_1,Lower_Wick_Ratio_1,Open_2,High_2,Low_2,Close_2,Body_2,Range_2,Upper_Wick_2,Lower_Wick_2,Body_Ratio_2,Upper_Wick_Ratio_2,Lower_Wick_Ratio_2,Trend_Encoded,Market_Control_Encoded,HTF_Bias_Encoded,Trend_Reversal_Encoded,Reversal_Confirmed_Encoded,Hammer,Inverted_Hammer,Doji,Bullish_Engulfing,Bearish_Engulfing,Shooting_Star,Morning_Star,Evening_Star
1198.98,1202.05,1184.55,1189.65,7451122,9.33,17.5,3.07,5.1,0.5331,0.1754,0.2914,1209.59,1215.13,1188.87,1192.75,16.84,26.26,5.54,3.88,0.6413,0.211,0.1478,1192.47,1211.9,1184.21,1209.96,17.49,27.69,1.94,8.26,0.6316,0.0701,0.2983,1,1,1,0,0,0,0,0,0,0,0,0,1
1182.96,1195.52,1150.17,1154.76,10257115,28.2,45.35,12.56,4.59,0.6218,0.277,0.1012,1198.98,1202.05,1184.55,1189.65,9.33,17.5,3.07,5.1,0.5331,0.1754,0.2914,1209.59,1215.13,1188.87,1192.75,16.84,26.26,5.54,3.88,0.6413,0.211,0.1478,-1,-1,1,-1,0,0,0,0,0,0,0,0,0
1160.56,1173.13,1150.24,1164.85,5990242,4.29,22.89,8.28,10.32,0.1874,0.3617,0.4509,1182.96,1195.52,1150.17,1154.76,28.2,45.35,12.56,4.59,0.6218,0.277,0.1012,1198.98,1202.05,1184.55,1189.65,9.33,17.5,3.07,5.1,0.5331,0.1754,0.2914,-1,-1,1,0,0,0,0,0,0,0,0,0,0
1167.59,1176.27,1160.79,1174.38,5763271,6.79,15.48,1.89,6.8,0.4386,0.1221,0.4393,1160.56,1173.13,1150.24,1164.85,4.29,22.89,8.28,10.32,0.1874,0.3617,0.4509,1182.96,1195.52,1150.17,1154.76,28.2,45.35,12.56,4.59,0.6218,0.277,0.1012,-1,-1,1,0,0,0,0,0,0,0,0,1,0
1171.29,1176.73,1163.67,1174.26,7459393,2.97,13.06,2.47,7.62,0.2274,0.1891,0.5835,1167.59,1176.27,1160.79,1174.38,6.79,15.48,1.89,6.8,0.4386,0.1221,0.4393,1160.56,1173.13,1150.24,1164.85,4.29,22.89,8.28,10.32,0.1874,0.3617,0.4509,-1,-1,1,0,0,1,0,0,0,0,0,0,0
1166.21,1176.32,1165.52,1173.73,6930648,7.52,10.8,2.59,0.69,0.6963,0.2398,0.0639,1171.29,1176.73,1163.67,1174.26,2.97,13.06,2.47,7.62,0.2274,0.1891,0.5835,1167.59,1176.27,1160.79,1174.38,6.79,15.48,1.89,6.8,0.4386,0.1221,0.4393,-1,-1,1,0,0,0,0,0,0,0,0,0,0
1174.56,1189.29,1172.72,1175.53,7289476,0.97,16.57,13.76,1.84,0.0585,0.8304,0.111,1166.21,1176.32,1165.52,1173.73,7.52,10.8,2.59,0.69,0.6963,0.2398,0.0639,1171.29,1176.73,1163.67,1174.26,2.97,13.06,2.47,7.62,0.2274,0.1891,0.5835,-1,-1,1,0,0,0,0,1,0,0,0,0,0
1176.82,1190.21,1175.99,1188.78,5316175,11.96,14.22,1.43,0.83,0.8411,0.1006,0.0584,1174.56,1189.29,1172.72,1175.53,0.97,16.57,13.76,1.84,0.0585,0.8304,0.111,1166.21,1176.32,1165.52,1173.73,7.52,10.8,2.59,0.69,0.6963,0.2398,0.0639,-1,-1,1,0,0,0,0,0,0,0,0,0,0
1183.77,1187.44,1175.81,1180.08,7658932,3.69,11.63,3.67,4.27,0.3173,0.3156,0.3672,1176.82,1190.21,1175.99,1188.78,11.96,14.22,1.43,0.83,0.8411,0.1006,0.0584,1174.56,1189.29,1172.72,1175.53,0.97,16.57,13.76,1.84,0.0585,0.8304,0.111,-1,-1,1,0,0,0,0,0,0,0,0,0,0
1180.06,1181.92,1160.21,1162.31,9264891,17.75,21.71,1.86,2.1,0.8176,0.0857,0.0967,1183.77,1187.44,1175.81,1180.08,3.69,11.63,3.67,4.27,0.3173,0.3156,0.3672,1176.82,1190.21,1175.99,1188.78,11.96,14.22,1.43,0.83,0.8411,0.1006,0.0584,-1,-1,1,0,0,0,0,0,0,0,0,0,1
1164.59,1170.55,1155.6,1160.23,13637099,4.36,14.95,5.96,4.63,0.2916,0.3987,0.3097,1180.06,1181.92,1160.21,1162.31,17.75,21.71,1.86,2.1,0.8176,0.0857,0.0967,1183.77,1187.44,1175.81,1180.08,3.69,11.63,3.67,4.27,0.3173,0.3156,0.3672,-1,-1,1,0,0,0,0,0,0,0,0,0,0
1166.05,1175.88,1162.2,1170.78,6349597,4.73,13.68,5.1,3.85,0.3458,0.3728,0.2814,1164.59,1170.55,1155.6,1160.23,4.36,14.95,5.96,4.63,0.2916,0.3987,0.3097,1180.06,1181.92,1160.21,1162.31,17.75,21.71,1.86,2.1,0.8176,0.0857,0.0967,-1,-1,1,0,0,0,0,0,0,0,0,1,0
1174.66,1200.82,1173.76,1198.42,10722753,23.76,27.06,2.4,0.9,0.878,0.0887,0.0333,1166.05,1175.88,1162.2,1170.78,4.73,13.68,5.1,3.85,0.3458,0.3728,0.2814,1164.59,1170.55,1155.6,1160.23,4.36,14.95,5.96,4.63,0.2916,0.3987,0.3097,-1,-1,1,0,0,0,0,0,0,0,0,0,0
1202.67,1202.67,1174.98,1180.7,8047142,21.97,27.69,0.0,5.72,0.7934,0.0,0.2066,1174.66,1200.82,1173.76,1198.42,23.76,27.06,2.4,0.9,0.878,0.0887,0.0333,1166.05,1175.88,1162.2,1170.78,4.73,13.68,5.1,3.85,0.3458,0.3728,0.2814,-1,-1,1,0,0,0,0,0,0,0,0,0,0
1177.98,1180.52,1163.49,1165.82,11509553,12.16,17.03,2.54,2.33,0.714,0.1491,0.1368,1202.67,1202.67,1174.98,1180.7,21.97,27.69,0.0,5.72,0.7934,0.0,0.2066,1174.66,1200.82,1173.76,1198.42,23.76,27.06,2.4,0.9,0.878,0.0887,0.0333,-1,-1,1,0,0,0,0,0,0,0,0,0,1
1165.22,1168.75,1137.6,1140.64,17688773,24.58,31.15,3.53,3.04,0.7891,0.1133,0.0976,1177.98,1180.52,1163.49,1165.82,12.16,17.03,2.54,2.33,0.714,0.1491,0.1368,1202.67,1202.67,1174.98,1180.7,21.97,27.69,0.0,5.72,0.7934,0.0,0.2066,-1,-1,1,0,0,0,0,0,0,0,0,0,0
1134.55,1141.24,1123.57,1138.8,20618583,4.25,17.67,2.44,10.98,0.2405,0.1381,0.6214,1165.22,1168.75,1137.6,1140.64,24.58,31.15,3.53,3.04,0.7891,0.1133,0.0976,1177.98,1180.52,1163.49,1165.82,12.16,17.03,2.54,2.33,0.714,0.1491,0.1368,-1,-1,1,0,0,1,0,0,0,0,0,0,0
1141.15,1144.36,1120.06,1127.95,13623855,13.2,24.3,3.21,7.89,0.5432,0.1321,0.3247,1134.55,1141.24,1123.57,1138.8,4.25,17.67,2.44,10.98,0.2405,0.1381,0.6214,1165.22,1168.75,1137.6,1140.64,24.58,31.15,3.53,3.04,0.7891,0.1133,0.0976,-1,-1,1,0,0,0,0,0,0,1,0,0,0
1134.37,1145.9,1130.95,1143.97,10751000,9.6,14.95,1.93,3.42,0.6421,0.1291,0.2288,1141.15,1144.36,1120.06,1127.95,13.2,24.3,3.21,7.89,0.5432,0.1321,0.3247,1134.55,1141.24,1123.57,1138.8,4.25,17.67,2.44,10.98,0.2405,0.1381,0.6214,-1,-1,1,0,0,0,0,0,0,0,0,0,0
1141.52,1149.64,1135.45,1142.07,13448286,0.55,14.19,7.57,6.07,0.0388,0.5335,0.4278,1134.37,1145.9,1130.95,1143.97,9.6,14.95,1.93,3.42,0.6421,0.1291,0.2288,1141.15,1144.36,1120.06,1127.95,13.2,24.3,3.21,7.89,0.5432,0.1321,0.3247,-1,-1,1,0,0,0,0,1,0,0,0,1,0
1141.24,1145.05,1133.74,1140.85,11940054,0.39,11.31,3.81,7.11,0.0345,0.3369,0.6286,1141.52,1149.64,1135.45,1142.07,0.55,14.19,7.57,6.07,0.0388,0.5335,0.4278,1134.37,1145.9,1130.95,1143.97,9.6,14.95,1.93,3.42,0.6421,0.1291,0.2288,-1,-1,1,0,0,0,0,1,0,0,0,0,1
1142.21,1142.21,1124.79,1127.28,14930286,14.93,17.42,0.0,2.49,0.8571,0.0,0.1429,1141.24,1145.05,1133.74,1140.85,0.39,11.31,3.81,7.11,0.0345,0.3369,0.6286,1141.52,1149.64,1135.45,1142.07,0.55,14.19,7.57,6.07,0.0388,0.5335,0.4278,-1,-1,1,0,0,0,0,0,0,0,0,0,1
1130.21,1138.15,1119.14,1121.58,10954118,8.63,19.01,7.94,2.44,0.454,0.4177,0.1284,1142.21,1142.21,1124.79,1127.28,14.93,17.42,0.0,2.49,0.8571,0.0,0.1429,1141.24,1145.05,1133.74,1140.85,0.39,11.31,3.81,7.11,0.0345,0.3369,0.6286,-1,-1,1,0,0,0,0,0,0,0,0,0,0
1126.06,1127.74,1101.76,1114.96,16488755,11.1,25.98,1.68,13.2,0.4273,0.0647,0.5081,1130.21,1138.15,1119.14,1121.58,8.63,19.01,7.94,2.44,0.454,0.4177,0.1284,1142.21,1142.21,1124.79,1127.28,14.93,17.42,0.0,2.49,0.8571,0.0,0.1429,-1,-1,1,0,0,0,0,0,0,0,0,0,0
1113.35,1114.38,1098.37,1099.55,12385018,13.8,16.01,1.03,1.18,0.862,0.0643,0.0737,1126.06,1127.74,1101.76,1114.96,11.1,25.98,1.68,13.2,0.4273,0.0647,0.5081,1130.21,1138.15,1119.14,1121.58,8.63,19.01,7.94,2.44,0.454,0.4177,0.1284,-1,-1,1,0,0,0,0,0,0,0,0,0,0
1100.4,1101.76,1066.83,1078.69,25830975,21.71,34.93,1.36,11.86,0.6215,0.0389,0.3395,1113.35,1114.38,1098.37,1099.55,13.8,16.01,1.03,1.18,0.862,0.0643,0.0737,1126.06,1127.74,1101.76,1114.96,11.1,25.98,1.68,13.2,0.4273,0.0647,0.5081,-1,-1,1,0,0,0,0,0,0,0,0,0,0
1076.08,1094.63,1061.91,1089.02,21772103,12.94,32.72,5.61,14.17,0.3955,0.1715,0.4331,1100.4,1101.76,1066.83,1078.69,21.71,34.93,1.36,11.86,0.6215,0.0389,0.3395,1113.35,1114.38,1098.37,1099.55,13.8,16.01,1.03,1.18,0.862,0.0643,0.0737,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1099.29,1101.9,1080.37,1086.3,22691594,12.99,21.53,2.61,5.93,0.6033,0.1212,0.2754,1076.08,1094.63,1061.91,1089.02,12.94,32.72,5.61,14.17,0.3955,0.1715,0.4331,1100.4,1101.76,1066.83,1078.69,21.71,34.93,1.36,11.86,0.6215,0.0389,0.3395,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1098.35,1098.35,1063.76,1079.86,19347800,18.49,34.59,0.0,16.1,0.5345,0.0,0.4655,1099.29,1101.9,1080.37,1086.3,12.99,21.53,2.61,5.93,0.6033,0.1212,0.2754,1076.08,1094.63,1061.91,1089.02,12.94,32.72,5.61,14.17,0.3955,0.1715,0.4331,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1069.76,1083.6,1066.53,1073.89,13662663,4.13,17.07,9.71,3.23,0.2419,0.5688,0.1892,1098.35,1098.35,1063.76,1079.86,18.49,34.59,0.0,16.1,0.5345,0.0,0.4655,1099.29,1101.9,1080.37,1086.3,12.99,21.53,2.61,5.93,0.6033,0.1212,0.2754,-1,-1,-1,0,0,0,1,0,0,0,0,0,0
1084.06,1084.06,1058.22,1074.83,24699575,9.23,25.84,0.0,16.61,0.3572,0.0,0.6428,1069.76,1083.6,1066.53,1073.89,4.13,17.07,9.71,3.23,0.2419,0.5688,0.1892,1098.35,1098.35,1063.76,1079.86,18.49,34.59,0.0,16.1,0.5345,0.0,0.4655,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1068.37,1071.14,1064.13,1066.73,14837879,1.64,7.01,2.77,2.6,0.234,0.3951,0.3709,1084.06,1084.06,1058.22,1074.83,9.23,25.84,0.0,16.61,0.3572,0.0,0.6428,1069.76,1083.6,1066.53,1073.89,4.13,17.07,9.71,3.23,0.2419,0.5688,0.1892,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1066.99,1074.09,1058.22,1064.17,15135435,2.82,15.87,7.1,5.95,0.1777,0.4474,0.3749,1068.37,1071.14,1064.13,1066.73,1.64,7.01,2.77,2.6,0.234,0.3951,0.3709,1084.06,1084.06,1058.22,1074.83,9.23,25.84,0.0,16.61,0.3572,0.0,0.6428,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1067.45,1089.09,1064.68,1085.42,21160332,17.97,24.41,3.67,2.77,0.7362,0.1503,0.1135,1066.99,1074.09,1058.22,1064.17,2.82,15.87,7.1,5.95,0.1777,0.4474,0.3749,1068.37,1071.14,1064.13,1066.73,1.64,7.01,2.77,2.6,0.234,0.3951,0.3709,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1086.12,1094.15,1077.14,1087.32,13172763,1.2,17.01,6.83,8.98,0.0705,0.4015,0.5279,1067.45,1089.09,1064.68,1085.42,17.97,24.41,3.67,2.77,0.7362,0.1503,0.1135,1066.99,1074.09,1058.22,1064.17,2.82,15.87,7.1,5.95,0.1777,0.4474,0.3749,-1,-1,-1,0,0,0,0,1,0,0,0,0,0
1086.79,1086.79,1071.28,1078.36,10790445,8.43,15.51,0.0,7.08,0.5435,0.0,0.4565,1086.12,1094.15,1077.14,1087.32,1.2,17.01,6.83,8.98,0.0705,0.4015,0.5279,1067.45,1089.09,1064.68,1085.42,17.97,24.41,3.67,2.77,0.7362,0.1503,0.1135,-1,-1,-1,0,0,0,0,0,0,0,0,0,1
1080.0,1084.52,1067.7,1072.23,10352493,7.77,16.82,4.52,4.53,0.462,0.2687,0.2693,1086.79,1086.79,1071.28,1078.36,8.43,15.51,0.0,7.08,0.5435,0.0,0.4565,1086.12,1094.15,1077.14,1087.32,1.2,17.01,6.83,8.98,0.0705,0.4015,0.5279,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1075.27,1099.25,1072.36,1097.49,14321920,22.22,26.89,1.76,2.91,0.8263,0.0655,0.1082,1080.0,1084.52,1067.7,1072.23,7.77,16.82,4.52,4.53,0.462,0.2687,0.2693,1086.79,1086.79,1071.28,1078.36,8.43,15.51,0.0,7.08,0.5435,0.0,0.4565,-1,-1,-1,0,0,0,0,0,0,0,0,1,0
1096.52,1124.77,1095.14,1122.34,33503591,25.82,29.63,2.43,1.38,0.8714,0.082,0.0466,1075.27,1099.25,1072.36,1097.49,22.22,26.89,1.76,2.91,0.8263,0.0655,0.1082,1080.0,1084.52,1067.7,1072.23,7.77,16.82,4.52,4.53,0.462,0.2687,0.2693,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1130.42,1137.04,1119.16,1121.47,17264487,8.95,17.88,6.62,2.31,0.5006,0.3702,0.1292,1096.52,1124.77,1095.14,1122.34,25.82,29.63,2.43,1.38,0.8714,0.082,0.0466,1075.27,1099.25,1072.36,1097.49,22.22,26.89,1.76,2.91,0.8263,0.0655,0.1082,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1116.83,1129.52,1112.49,1126.15,11809520,9.32,17.03,3.37,4.34,0.5473,0.1979,0.2548,1130.42,1137.04,1119.16,1121.47,8.95,17.88,6.62,2.31,0.5006,0.3702,0.1292,1096.52,1124.77,1095.14,1122.34,25.82,29.63,2.43,1.38,0.8714,0.082,0.0466,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1128.37,1130.56,1112.26,1114.25,8836937,14.12,18.3,2.19,1.99,0.7716,0.1197,0.1087,1116.83,1129.52,1112.49,1126.15,9.32,17.03,3.37,4.34,0.5473,0.1979,0.2548,1130.42,1137.04,1119.16,1121.47,8.95,17.88,6.62,2.31,0.5006,0.3702,0.1292,-1,-1,-1,0,0,0,0,0,0,1,0,0,0
1118.68,1129.2,1113.3,1123.34,13311592,4.66,15.9,5.86,5.38,0.2931,0.3686,0.3384,1128.37,1130.56,1112.26,1114.25,14.12,18.3,2.19,1.99,0.7716,0.1197,0.1087,1116.83,1129.52,1112.49,1126.15,9.32,17.03,3.37,4.34,0.5473,0.1979,0.2548,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1119.58,1121.44,1096.09,1097.86,11024335,21.72,25.35,1.86,1.77,0.8568,0.0734,0.0698,1118.68,1129.2,1113.3,1123.34,4.66,15.9,5.86,5.38,0.2931,0.3686,0.3384,1128.37,1130.56,1112.26,1114.25,14.12,18.3,2.19,1.99,0.7716,0.1197,0.1087,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1097.45,1105.18,1089.76,1092.6,9851910,4.85,15.42,7.73,2.84,0.3145,0.5013,0.1842,1119.58,1121.44,1096.09,1097.86,21.72,25.35,1.86,1.77,0.8568,0.0734,0.0698,1118.68,1129.2,1113.3,1123.34,4.66,15.9,5.86,5.38,0.2931,0.3686,0.3384,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1094.68,1105.82,1092.83,1100.08,9434053,5.4,12.99,5.74,1.85,0.4157,0.4419,0.1424,1097.45,1105.18,1089.76,1092.6,4.85,15.42,7.73,2.84,0.3145,0.5013,0.1842,1119.58,1121.44,1096.09,1097.86,21.72,25.35,1.86,1.77,0.8568,0.0734,0.0698,-1,-1,-1,0,0,0,0,0,0,0,0,1,0
1099.29,1102.82,1085.31,1092.76,11199715,6.53,17.51,3.53,7.45,0.3729,0.2016,0.4255,1094.68,1105.82,1092.83,1100.08,5.4,12.99,5.74,1.85,0.4157,0.4419,0.1424,1097.45,1105.18,1089.76,1092.6,4.85,15.42,7.73,2.84,0.3145,0.5013,0.1842,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1087.34,1092.37,1067.75,1071.86,21994038,15.48,24.62,5.03,4.11,0.6288,0.2043,0.1669,1099.29,1102.82,1085.31,1092.76,6.53,17.51,3.53,7.45,0.3729,0.2016,0.4255,1094.68,1105.82,1092.83,1100.08,5.4,12.99,5.74,1.85,0.4157,0.4419,0.1424,1,1,-1,1,0,0,0,0,0,0,0,0,0
1081.76,1082.45,1072.18,1081.71,11551145,0.05,10.27,0.69,9.53,0.0049,0.0672,0.9279,1087.34,1092.37,1067.75,1071.86,15.48,24.62,5.03,4.11,0.6288,0.2043,0.1669,1099.29,1102.82,1085.31,1092.76,6.53,17.51,3.53,7.45,0.3729,0.2016,0.4255,1,1,-1,0,0,0,0,1,0,0,0,0,0
1078.53,1085.29,1071.42,1073.47,9333535,5.06,13.87,6.76,2.05,0.3648,0.4874,0.1478,1081.76,1082.45,1072.18,1081.71,0.05,10.27,0.69,9.53,0.0049,0.0672,0.9279,1087.34,1092.37,1067.75,1071.86,15.48,24.62,5.03,4.11,0.6288,0.2043,0.1669,1,1,-1,0,0,0,0,0,0,0,0,0,0
1084.13,1104.58,1080.62,1100.86,14643807,16.73,23.96,3.72,3.51,0.6982,0.1553,0.1465,1078.53,1085.29,1071.42,1073.47,5.06,13.87,6.76,2.05,0.3648,0.4874,0.1478,1081.76,1082.45,1072.18,1081.71,0.05,10.27,0.69,9.53,0.0049,0.0672,0.9279,1,1,-1,0,0,0,0,0,0,0,0,0,0
1107.6,1118.95,1107.6,1111.61,10171916,4.01,11.35,7.34,0.0,0.3533,0.6467,0.0,1084.13,1104.58,1080.62,1100.86,16.73,23.96,3.72,3.51,0.6982,0.1553,0.1465,1078.53,1085.29,1071.42,1073.47,5.06,13.87,6.76,2.05,0.3648,0.4874,0.1478,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1111.61,1116.37,1100.68,1115.61,15782657,4.0,15.69,0.76,10.93,0.2549,0.0484,0.6966,1107.6,1118.95,1107.6,1111.61,4.01,11.35,7.34,0.0,0.3533,0.6467,0.0,1084.13,1104.58,1080.62,1100.86,16.73,23.96,3.72,3.51,0.6982,0.1553,0.1465,-1,-1,-1,0,0,1,0,0,0,0,0,0,0
1114.98,1115.4,1086.88,1088.79,16235128,26.19,28.52,0.42,1.91,0.9183,0.0147,0.067,1111.61,1116.37,1100.68,1115.61,4.0,15.69,0.76,10.93,0.2549,0.0484,0.6966,1107.6,1118.95,1107.6,1111.61,4.01,11.35,7.34,0.0,0.3533,0.6467,0.0,-1,-1,-1,0,0,0,0,0,0,0,0,0,1
1080.6,1081.76,1068.4,1071.93,13334091,8.67,13.36,1.16,3.53,0.649,0.0868,0.2642,1114.98,1115.4,1086.88,1088.79,26.19,28.52,0.42,1.91,0.9183,0.0147,0.067,1111.61,1116.37,1100.68,1115.61,4.0,15.69,0.76,10.93,0.2549,0.0484,0.6966,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1074.83,1081.76,1049.91,1054.3,12771592,20.53,31.85,6.93,4.39,0.6446,0.2176,0.1378,1080.6,1081.76,1068.4,1071.93,8.67,13.36,1.16,3.53,0.649,0.0868,0.2642,1114.98,1115.4,1086.88,1088.79,26.19,28.52,0.42,1.91,0.9183,0.0147,0.067,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1052.22,1063.73,1047.17,1050.35,16027522,1.87,16.56,11.51,3.18,0.1129,0.695,0.192,1074.83,1081.76,1049.91,1054.3,20.53,31.85,6.93,4.39,0.6446,0.2176,0.1378,1080.6,1081.76,1068.4,1071.93,8.67,13.36,1.16,3.53,0.649,0.0868,0.2642,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1054.11,1060.67,1027.94,1032.4,21728555,21.71,32.73,6.56,4.46,0.6633,0.2004,0.1363,1052.22,1063.73,1047.17,1050.35,1.87,16.56,11.51,3.18,0.1129,0.695,0.192,1074.83,1081.76,1049.91,1054.3,20.53,31.85,6.93,4.39,0.6446,0.2176,0.1378,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1035.14,1040.22,1016.31,1027.25,18363159,7.89,23.91,5.08,10.94,0.33,0.2125,0.4575,1054.11,1060.67,1027.94,1032.4,21.71,32.73,6.56,4.46,0.6633,0.2004,0.1363,1052.22,1063.73,1047.17,1050.35,1.87,16.56,11.51,3.18,0.1129,0.695,0.192,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1035.95,1039.27,1021.16,1025.96,34014213,9.99,18.11,3.32,4.8,0.5516,0.1833,0.265,1035.14,1040.22,1016.31,1027.25,7.89,23.91,5.08,10.94,0.33,0.2125,0.4575,1054.11,1060.67,1027.94,1032.4,21.71,32.73,6.56,4.46,0.6633,0.2004,0.1363,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1022.22,1024.53,1006.07,1015.88,19524589,6.34,18.46,2.31,9.81,0.3434,0.1251,0.5314,1035.95,1039.27,1021.16,1025.96,9.99,18.11,3.32,4.8,0.5516,0.1833,0.265,1035.14,1040.22,1016.31,1027.25,7.89,23.91,5.08,10.94,0.33,0.2125,0.4575,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1024.05,1049.45,1023.15,1047.47,21400360,23.42,26.3,1.98,0.9,0.8905,0.0753,0.0342,1022.22,1024.53,1006.07,1015.88,6.34,18.46,2.31,9.81,0.3434,0.1251,0.5314,1035.95,1039.27,1021.16,1025.96,9.99,18.11,3.32,4.8,0.5516,0.1833,0.265,-1,-1,-1,0,0,0,0,0,0,0,0,1,0
1054.53,1057.5,1047.6,1050.65,10920094,3.88,9.9,2.97,3.05,0.3919,0.3,0.3081,1024.05,1049.45,1023.15,1047.47,23.42,26.3,1.98,0.9,0.8905,0.0753,0.0342,1022.22,1024.53,1006.07,1015.88,6.34,18.46,2.31,9.81,0.3434,0.1251,0.5314,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1046.68,1047.56,1035.17,1037.36,16249370,9.32,12.39,0.88,2.19,0.7522,0.071,0.1768,1054.53,1057.5,1047.6,1050.65,3.88,9.9,2.97,3.05,0.3919,0.3,0.3081,1024.05,1049.45,1023.15,1047.47,23.42,26.3,1.98,0.9,0.8905,0.0753,0.0342,-1,-1,-1,0,0,0,0,0,0,0,0,0,1
1036.18,1038.37,1014.38,1016.82,12375945,19.36,23.99,2.19,2.44,0.807,0.0913,0.1017,1046.68,1047.56,1035.17,1037.36,9.32,12.39,0.88,2.19,0.7522,0.071,0.1768,1054.53,1057.5,1047.6,1050.65,3.88,9.9,2.97,3.05,0.3919,0.3,0.3081,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1023.38,1040.22,1015.39,1032.63,14054323,9.25,24.83,7.59,7.99,0.3725,0.3057,0.3218,1036.18,1038.37,1014.38,1016.82,19.36,23.99,2.19,2.44,0.807,0.0913,0.1017,1046.68,1047.56,1035.17,1037.36,9.32,12.39,0.88,2.19,0.7522,0.071,0.1768,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1036.07,1041.37,1032.38,1037.45,12576424,1.38,8.99,3.92,3.69,0.1535,0.436,0.4105,1023.38,1040.22,1015.39,1032.63,9.25,24.83,7.59,7.99,0.3725,0.3057,0.3218,1036.18,1038.37,1014.38,1016.82,19.36,23.99,2.19,2.44,0.807,0.0913,0.1017,-1,-1,-1,0,0,0,0,0,0,0,0,1,0
1033.3,1035.97,1020.42,1031.31,18804065,1.99,15.55,2.67,10.89,0.128,0.1717,0.7003,1036.07,1041.37,1032.38,1037.45,1.38,8.99,3.92,3.69,0.1535,0.436,0.4105,1023.38,1040.22,1015.39,1032.63,9.25,24.83,7.59,7.99,0.3725,0.3057,0.3218,-1,-1,-1,0,0,0,0,0,0,0,0,0,1
1040.68,1081.5,1040.54,1075.78,28171201,35.1,40.96,5.72,0.14,0.8569,0.1396,0.0034,1033.3,1035.97,1020.42,1031.31,1.99,15.55,2.67,10.89,0.128,0.1717,0.7003,1036.07,1041.37,1032.38,1037.45,1.38,8.99,3.92,3.69,0.1535,0.436,0.4105,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1082.22,1084.06,1068.37,1075.96,10293043,6.26,15.69,1.84,7.59,0.399,0.1173,0.4837,1040.68,1081.5,1040.54,1075.78,35.1,40.96,5.72,0.14,0.8569,0.1396,0.0034,1033.3,1035.97,1020.42,1031.31,1.99,15.55,2.67,10.89,0.128,0.1717,0.7003,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1083.6,1083.6,1065.4,1073.38,16262928,10.22,18.2,0.0,7.98,0.5615,0.0,0.4385,1082.22,1084.06,1068.37,1075.96,6.26,15.69,1.84,7.59,0.399,0.1173,0.4837,1040.68,1081.5,1040.54,1075.78,35.1,40.96,5.72,0.14,0.8569,0.1396,0.0034,-1,-1,-1,0,0,0,0,0,0,0,0,0,1
1069.83,1086.37,1069.83,1080.58,18435046,10.75,16.54,5.79,0.0,0.6499,0.3501,0.0,1083.6,1083.6,1065.4,1073.38,10.22,18.2,0.0,7.98,0.5615,0.0,0.4385,1082.22,1084.06,1068.37,1075.96,6.26,15.69,1.84,7.59,0.399,0.1173,0.4837,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1084.52,1084.71,1071.39,1072.92,12961408,11.6,13.32,0.19,1.53,0.8709,0.0143,0.1149,1069.83,1086.37,1069.83,1080.58,10.75,16.54,5.79,0.0,0.6499,0.3501,0.0,1083.6,1083.6,1065.4,1073.38,10.22,18.2,0.0,7.98,0.5615,0.0,0.4385,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
