Open,High,Low,Close,Volume,Body,Range,Upper_Wick,Lower_Wick,Body_Ratio,Upper_Wick_Ratio,Lower_Wick_Ratio,Open_1,High_1,Low_1,Close_1,Body_1,Range_1,Upper_Wick_1,Lower_Wick_1,Body_Ratio_1,Upper_Wick_Ratio_1,Lower_Wick_Ratio_1,Open_2,High_2,Low_2,Close_2,Body_2,Range_2,Upper_Wick_2,Lower_Wick_2,Body_Ratio_2,Upper_Wick_Ratio_2,Lower_Wick_Ratio_2,Trend_Encoded,Market_Control_Encoded,HTF_Bias_Encoded,Trend_Reversal_Encoded,Reversal_Confirmed_Encoded,Hammer,Inverted_Hammer,Doji,Bullish_Engulfing,Bearish_Engulfing,Shooting_Star,Morning_Star,Evening_Star
929.0,940.54,911.12,925.68,26944202,3.32,29.42,11.54,14.56,0.1128,0.3923,0.4949,932.97,936.15,923.46,926.23,6.74,12.69,3.18,2.77,0.5311,0.2506,0.2183,927.59,938.6,922.65,935.44,7.85,15.95,3.16,4.94,0.4922,0.1981,0.3097,-1,-1,1,-1,1,0,0,0,0,0,0,0,1
926.67,929.92,916.7,918.98,17312747,7.69,13.22,3.25,2.28,0.5817,0.2458,0.1725,929.0,940.54,911.12,925.68,3.32,29.42,11.54,14.56,0.1128,0.3923,0.4949,932.97,936.15,923.46,926.23,6.74,12.69,3.18,2.77,0.5311,0.2506,0.2183,-1,-1,1,0,0,0,0,0,0,0,0,0,0
918.25,918.25,905.05,911.16,18551265,7.09,13.2,0.0,6.11,0.5371,0.0,0.4629,926.67,929.92,916.7,918.98,7.69,13.22,3.25,2.28,0.5817,0.2458,0.1725,929.0,940.54,911.12,925.68,3.32,29.42,11.54,14.56,0.1128,0.3923,0.4949,-1,-1,1,0,0,0,0,0,0,0,0,0,0
917.46,920.67,907.17,912.18,18561011,5.28,13.5,3.21,5.01,0.3911,0.2378,0.3711,918.25,918.25,905.05,911.16,7.09,13.2,0.0,6.11,0.5371,0.0,0.4629,926.67,929.92,916.7,918.98,7.69,13.22,3.25,2.28,0.5817,0.2458,0.1725,-1,-1,1,0,0,0,0,0,0,0,0,0,0
915.85,925.31,912.45,916.35,20252358,0.5,12.86,8.96,3.4,0.0389,0.6967,0.2644,917.46,920.67,907.17,912.18,5.28,13.5,3.21,5.01,0.3911,0.2378,0.3711,918.25,918.25,905.05,911.16,7.09,13.2,0.0,6.11,0.5371,0.0,0.4629,-1,-1,1,0,0,0,0,1,0,0,0,1,0
913.82,925.26,906.85,919.1,18466344,5.28,18.41,6.16,6.97,0.2868,0.3346,0.3786,915.85,925.31,912.45,916.35,0.5,12.86,8.96,3.4,0.0389,0.6967,0.2644,917.46,920.67,907.17,912.18,5.28,13.5,3.21,5.01,0.3911,0.2378,0.3711,-1,-1,1,0,0,0,0,0,0,0,0,1,0
927.61,933.15,856.2,895.17,44135540,32.44,76.95,5.54,38.97,0.4216,0.072,0.5064,913.82,925.26,906.85,919.1,5.28,18.41,6.16,6.97,0.2868,0.3346,0.3786,915.85,925.31,912.45,916.35,0.5,12.86,8.96,3.4,0.0389,0.6967,0.2644,-1,-1,1,0,0,0,0,0,0,1,0,0,0
899.46,904.03,871.52,893.79,28140001,5.67,32.51,4.57,22.27,0.1744,0.1406,0.685,927.61,933.15,856.2,895.17,32.44,76.95,5.54,38.97,0.4216,0.072,0.5064,913.82,925.26,906.85,919.1,5.28,18.41,6.16,6.97,0.2868,0.3346,0.3786,-1,-1,1,0,0,1,0,0,0,0,0,0,0
890.69,900.59,886.38,897.09,19501410,6.4,14.21,3.5,4.31,0.4504,0.2463,0.3033,899.46,904.03,871.52,893.79,5.67,32.51,4.57,22.27,0.1744,0.1406,0.685,927.61,933.15,856.2,895.17,32.44,76.95,5.54,38.97,0.4216,0.072,0.5064,-1,-1,1,0,0,0,0,0,0,0,0,1,0
898.54,922.45,898.03,920.3,20776988,21.76,24.42,2.15,0.51,0.8911,0.088,0.0209,890.69,900.59,886.38,897.09,6.4,14.21,3.5,4.31,0.4504,0.2463,0.3033,899.46,904.03,871.52,893.79,5.67,32.51,4.57,22.27,0.1744,0.1406,0.685,-1,-1,1,0,0,0,0,0,0,0,0,0,0
926.09,931.31,920.83,924.52,17221499,1.57,10.48,5.22,3.69,0.1498,0.4981,0.3521,898.54,922.45,898.03,920.3,21.76,24.42,2.15,0.51,0.8911,0.088,0.0209,890.69,900.59,886.38,897.09,6.4,14.21,3.5,4.31,0.4504,0.2463,0.3033,-1,-1,1,0,0,0,0,0,0,0,0,0,0
927.15,928.68,914.95,918.41,18611939,8.74,13.73,1.53,3.46,0.6366,0.1114,0.252,926.09,931.31,920.83,924.52,1.57,10.48,5.22,3.69,0.1498,0.4981,0.3521,898.54,922.45,898.03,920.3,21.76,24.42,2.15,0.51,0.8911,0.088,0.0209,-1,-1,1,0,0,0,0,0,0,0,0,0,1
920.81,926.32,911.72,920.92,22043630,0.11,14.6,5.4,9.09,0.0075,0.3699,0.6226,927.15,928.68,914.95,918.41,8.74,13.73,1.53,3.46,0.6366,0.1114,0.252,926.09,931.31,920.83,924.52,1.57,10.48,5.22,3.69,0.1498,0.4981,0.3521,-1,-1,1,0,0,0,0,1,0,0,0,0,0
920.0,928.49,913.12,916.22,18781189,3.78,15.37,8.49,3.1,0.2459,0.5524,0.2017,920.81,926.32,911.72,920.92,0.11,14.6,5.4,9.09,0.0075,0.3699,0.6226,927.15,928.68,914.95,918.41,8.74,13.73,1.53,3.46,0.6366,0.1114,0.252,-1,-1,1,0,0,0,1,0,0,0,0,0,0
917.46,921.62,914.69,917.23,10015175,0.23,6.93,4.16,2.54,0.0332,0.6003,0.3665,920.0,928.49,913.12,916.22,3.78,15.37,8.49,3.1,0.2459,0.5524,0.2017,920.81,926.32,911.72,920.92,0.11,14.6,5.4,9.09,0.0075,0.3699,0.6226,-1,-1,1,0,0,0,0,1,0,0,0,0,0
920.74,922.49,908.23,918.78,24513534,1.96,14.26,1.75,10.55,0.1374,0.1227,0.7398,917.46,921.62,914.69,917.23,0.23,6.93,4.16,2.54,0.0332,0.6003,0.3665,920.0,928.49,913.12,916.22,3.78,15.37,8.49,3.1,0.2459,0.5524,0.2017,-1,-1,1,0,0,1,0,0,0,0,0,0,0
908.69,915.43,902.69,907.35,24123091,1.34,12.74,6.74,4.66,0.1052,0.529,0.3658,920.74,922.49,908.23,918.78,1.96,14.26,1.75,10.55,0.1374,0.1227,0.7398,917.46,921.62,914.69,917.23,0.23,6.93,4.16,2.54,0.0332,0.6003,0.3665,-1,-1,1,0,0,0,0,0,0,0,0,0,0
907.26,907.31,879.23,883.43,46401468,23.83,28.08,0.05,4.2,0.8486,0.0018,0.1496,908.69,915.43,902.69,907.35,1.34,12.74,6.74,4.66,0.1052,0.529,0.3658,920.74,922.49,908.23,918.78,1.96,14.26,1.75,10.55,0.1374,0.1227,0.7398,-1,-1,1,0,0,0,0,0,0,0,0,0,0
886.31,897.62,879.23,882.0,32325918,4.31,18.39,11.31,2.77,0.2344,0.615,0.1506,907.26,907.31,879.23,883.43,23.83,28.08,0.05,4.2,0.8486,0.0018,0.1496,908.69,915.43,902.69,907.35,1.34,12.74,6.74,4.66,0.1052,0.529,0.3658,-1,-1,1,0,0,0,1,0,0,0,0,0,0
885.16,894.57,882.43,892.4,27540187,7.24,12.14,2.17,2.73,0.5964,0.1787,0.2249,886.31,897.62,879.23,882.0,4.31,18.39,11.31,2.77,0.2344,0.615,0.1506,907.26,907.31,879.23,883.43,23.83,28.08,0.05,4.2,0.8486,0.0018,0.1496,-1,-1,1,0,0,0,0,0,0,0,0,1,0
894.76,894.76,873.39,875.58,33307825,19.18,21.37,0.0,2.19,0.8975,0.0,0.1025,885.16,894.57,882.43,892.4,7.24,12.14,2.17,2.73,0.5964,0.1787,0.2249,886.31,897.62,879.23,882.0,4.31,18.39,11.31,2.77,0.2344,0.615,0.1506,1,1,1,1,0,0,0,0,0,1,0,0,0
878.23,904.54,876.8,903.18,41161546,24.95,27.74,1.36,1.43,0.8994,0.049,0.0516,894.76,894.76,873.39,875.58,19.18,21.37,0.0,2.19,0.8975,0.0,0.1025,885.16,894.57,882.43,892.4,7.24,12.14,2.17,2.73,0.5964,0.1787,0.2249,1,1,1,0,0,0,0,0,0,0,0,0,0
906.18,911.44,885.36,894.76,26619458,11.42,26.08,5.26,9.4,0.4379,0.2017,0.3604,878.23,904.54,876.8,903.18,24.95,27.74,1.36,1.43,0.8994,0.049,0.0516,894.76,894.76,873.39,875.58,19.18,21.37,0.0,2.19,0.8975,0.0,0.1025,1,1,1,0,0,0,0,0,0,0,0,0,0
897.62,907.72,894.87,904.82,21553242,7.2,12.85,2.9,2.75,0.5603,0.2257,0.214,906.18,911.44,885.36,894.76,11.42,26.08,5.26,9.4,0.4379,0.2017,0.3604,878.23,904.54,876.8,903.18,24.95,27.74,1.36,1.43,0.8994,0.049,0.0516,1,1,1,0,0,0,0,0,0,0,0,0,0
904.82,910.91,886.1,894.13,20593268,10.69,24.81,6.09,8.03,0.4309,0.2455,0.3237,897.62,907.72,894.87,904.82,7.2,12.85,2.9,2.75,0.5603,0.2257,0.214,906.18,911.44,885.36,894.76,11.42,26.08,5.26,9.4,0.4379,0.2017,0.3604,1,1,1,0,0,0,0,0,0,0,0,0,0
899.51,921.62,887.63,915.59,35100458,16.08,33.99,6.03,11.88,0.4731,0.1774,0.3495,904.82,910.91,886.1,894.13,10.69,24.81,6.09,8.03,0.4309,0.2455,0.3237,897.62,907.72,894.87,904.82,7.2,12.85,2.9,2.75,0.5603,0.2257,0.214,1,1,1,0,0,0,0,0,0,0,0,0,0
920.53,937.31,920.53,930.57,32006615,10.04,16.78,6.74,0.0,0.5983,0.4017,0.0,899.51,921.62,887.63,915.59,16.08,33.99,6.03,11.88,0.4731,0.1774,0.3495,904.82,910.91,886.1,894.13,10.69,24.81,6.09,8.03,0.4309,0.2455,0.3237,1,1,1,0,0,0,0,0,0,0,0,0,0
932.88,949.77,923.65,948.24,30924537,15.36,26.12,1.53,9.23,0.5881,0.0586,0.3534,920.53,937.31,920.53,930.57,10.04,16.78,6.74,0.0,0.5983,0.4017,0.0,899.51,921.62,887.63,915.59,16.08,33.99,6.03,11.88,0.4731,0.1774,0.3495,1,1,1,0,0,0,0,0,0,0,0,0,0
960.84,978.38,957.61,968.87,39087742,8.03,20.77,9.51,3.23,0.3866,0.4579,0.1555,932.88,949.77,923.65,948.24,15.36,26.12,1.53,9.23,0.5881,0.0586,0.3534,920.53,937.31,920.53,930.57,10.04,16.78,6.74,0.0,0.5983,0.4017,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0
974.23,976.23,939.22,945.89,30532660,28.34,37.01,2.0,6.67,0.7657,0.054,0.1802,960.84,978.38,957.61,968.87,8.03,20.77,9.51,3.23,0.3866,0.4579,0.1555,932.88,949.77,923.65,948.24,15.36,26.12,1.53,9.23,0.5881,0.0586,0.3534,1,1,1,0,0,0,0,0,0,1,0,0,1
939.13,939.13,891.62,895.77,54207104,43.36,47.51,0.0,4.15,0.9126,0.0,0.0874,974.23,976.23,939.22,945.89,28.34,37.01,2.0,6.67,0.7657,0.054,0.1802,960.84,978.38,957.61,968.87,8.03,20.77,9.51,3.23,0.3866,0.4579,0.1555,1,1,1,0,0,0,0,0,0,0,0,0,0
888.39,888.39,871.31,874.54,42370131,13.85,17.08,0.0,3.23,0.8109,0.0,0.1891,939.13,939.13,891.62,895.77,43.36,47.51,0.0,4.15,0.9126,0.0,0.0874,974.23,976.23,939.22,945.89,28.34,37.01,2.0,6.67,0.7657,0.054,0.1802,1,1,1,0,0,0,0,0,0,0,0,0,0
867.69,887.6,863.0,866.03,34067814,1.66,24.6,19.91,3.03,0.0675,0.8093,0.1232,888.39,888.39,871.31,874.54,13.85,17.08,0.0,3.23,0.8109,0.0,0.1891,939.13,939.13,891.62,895.77,43.36,47.51,0.0,4.15,0.9126,0.0,0.0874,1,1,1,0,0,0,0,1,0,0,0,0,0
874.22,882.9,844.54,850.06,43712383,24.16,38.36,8.68,5.52,0.6298,0.2263,0.1439,867.69,887.6,863.0,866.03,1.66,24.6,19.91,3.03,0.0675,0.8093,0.1232,888.39,888.39,871.31,874.54,13.85,17.08,0.0,3.23,0.8109,0.0,0.1891,-1,-1,1,-1,0,0,0,0,0,0,0,0,0
858.11,879.16,852.85,874.68,34180952,16.57,26.31,4.48,5.26,0.6298,0.1703,0.1999,874.22,882.9,844.54,850.06,24.16,38.36,8.68,5.52,0.6298,0.2263,0.1439,867.69,887.6,863.0,866.03,1.66,24.6,19.91,3.03,0.0675,0.8093,0.1232,-1,-1,1,0,0,0,0,0,0,0,0,0,0
883.43,895.31,856.06,888.76,41470034,5.33,39.25,6.55,27.37,0.1358,0.1669,0.6973,858.11,879.16,852.85,874.68,16.57,26.31,4.48,5.26,0.6298,0.1703,0.1999,874.22,882.9,844.54,850.06,24.16,38.36,8.68,5.52,0.6298,0.2263,0.1439,-1,-1,1,0,0,0,0,0,0,0,0,1,0
889.91,900.85,876.85,890.99,30301696,1.08,24.0,9.86,13.06,0.045,0.4108,0.5442,883.43,895.31,856.06,888.76,5.33,39.25,6.55,27.37,0.1358,0.1669,0.6973,858.11,879.16,852.85,874.68,16.57,26.31,4.48,5.26,0.6298,0.1703,0.1999,-1,-1,1,0,0,0,0,1,0,0,0,0,0
887.93,895.31,879.16,888.06,25626981,0.13,16.15,7.25,8.77,0.008,0.4489,0.543,889.91,900.85,876.85,890.99,1.08,24.0,9.86,13.06,0.045,0.4108,0.5442,883.43,895.31,856.06,888.76,5.33,39.25,6.55,27.37,0.1358,0.1669,0.6973,-1,-1,1,0,0,0,0,1,0,0,0,0,0
890.72,897.46,886.08,887.81,20248046,2.91,11.38,6.74,1.73,0.2557,0.5923,0.152,887.93,895.31,879.16,888.06,0.13,16.15,7.25,8.77,0.008,0.4489,0.543,889.91,900.85,876.85,890.99,1.08,24.0,9.86,13.06,0.045,0.4108,0.5442,-1,-1,1,0,0,0,1,0,0,1,0,0,1
892.1,908.69,890.26,900.59,21183400,8.49,18.43,8.1,1.84,0.4607,0.4395,0.0998,890.72,897.46,886.08,887.81,2.91,11.38,6.74,1.73,0.2557,0.5923,0.152,887.93,895.31,879.16,888.06,0.13,16.15,7.25,8.77,0.008,0.4489,0.543,-1,-1,1,0,0,0,0,0,0,0,0,0,0
905.44,918.2,900.99,902.76,19604141,2.68,17.21,12.76,1.77,0.1557,0.7414,0.1028,892.1,908.69,890.26,900.59,8.49,18.43,8.1,1.84,0.4607,0.4395,0.0998,890.72,897.46,886.08,887.81,2.91,11.38,6.74,1.73,0.2557,0.5923,0.152,-1,-1,1,0,0,0,1,0,0,0,0,0,0
901.66,915.96,889.45,911.14,21234156,9.48,26.51,4.82,12.21,0.3576,0.1818,0.4606,905.44,918.2,900.99,902.76,2.68,17.21,12.76,1.77,0.1557,0.7414,0.1028,892.1,908.69,890.26,900.59,8.49,18.43,8.1,1.84,0.4607,0.4395,0.0998,-1,-1,1,0,0,0,0,0,1,0,0,0,0
913.77,952.63,910.19,948.71,42539278,34.94,42.44,3.92,3.58,0.8233,0.0924,0.0844,901.66,915.96,889.45,911.14,9.48,26.51,4.82,12.21,0.3576,0.1818,0.4606,905.44,918.2,900.99,902.76,2.68,17.21,12.76,1.77,0.1557,0.7414,0.1028,-1,-1,1,0,0,0,0,0,0,0,0,0,0
948.61,959.0,930.11,942.2,30497029,6.41,28.89,10.39,12.09,0.2219,0.3596,0.4185,913.77,952.63,910.19,948.71,34.94,42.44,3.92,3.58,0.8233,0.0924,0.0844,901.66,915.96,889.45,911.14,9.48,26.51,4.82,12.21,0.3576,0.1818,0.4606,-1,-1,1,0,0,0,0,0,0,0,0,0,0
945.17,951.29,934.54,938.04,15791099,7.13,16.75,6.12,3.5,0.4257,0.3654,0.209,948.61,959.0,930.11,942.2,6.41,28.89,10.39,12.09,0.2219,0.3596,0.4185,913.77,952.63,910.19,948.71,34.94,42.44,3.92,3.58,0.8233,0.0924,0.0844,-1,-1,1,0,0,0,0,0,0,0,0,0,1
941.34,959.64,939.15,950.46,21421660,9.12,20.49,9.18,2.19,0.4451,0.448,0.1069,945.17,951.29,934.54,938.04,7.13,16.75,6.12,3.5,0.4257,0.3654,0.209,948.61,959.0,930.11,942.2,6.41,28.89,10.39,12.09,0.2219,0.3596,0.4185,-1,-1,1,0,0,0,0,0,0,0,0,0,0
950.69,967.28,946.35,961.42,23742994,10.73,20.93,5.86,4.34,0.5127,0.28,0.2074,941.34,959.64,939.15,950.46,9.12,20.49,9.18,2.19,0.4451,0.448,0.1069,945.17,951.29,934.54,938.04,7.13,16.75,6.12,3.5,0.4257,0.3654,0.209,-1,-1,1,0,0,0,0,0,0,0,0,0,0
962.23,973.03,950.27,954.24,18646877,7.99,22.76,10.8,3.97,0.3511,0.4745,0.1744,950.69,967.28,946.35,961.42,10.73,20.93,5.86,4.34,0.5127,0.28,0.2074,941.34,959.64,939.15,950.46,9.12,20.49,9.18,2.19,0.4451,0.448,0.1069,-1,-1,1,0,0,0,0,0,0,0,0,0,0
949.31,971.43,947.6,960.06,23403483,10.75,23.83,11.37,1.71,0.4511,0.4771,0.0718,962.23,973.03,950.27,954.24,7.99,22.76,10.8,3.97,0.3511,0.4745,0.1744,950.69,967.28,946.35,961.42,10.73,20.93,5.86,4.34,0.5127,0.28,0.2074,-1,-1,1,0,0,0,0,0,0,0,0,0,0
959.92,964.49,920.67,926.74,23804335,33.18,43.82,4.57,6.07,0.7572,0.1043,0.1385,949.31,971.43,947.6,960.06,10.75,23.83,11.37,1.71,0.4511,0.4771,0.0718,962.23,973.03,950.27,954.24,7.99,22.76,10.8,3.97,0.3511,0.4745,0.1744,1,1,1,1,0,0,0,0,0,0,0,0,0
945.15,947.41,929.28,933.82,25644108,11.33,18.13,2.26,4.54,0.6249,0.1247,0.2504,959.92,964.49,920.67,926.74,33.18,43.82,4.57,6.07,0.7572,0.1043,0.1385,949.31,971.43,947.6,960.06,10.75,23.83,11.37,1.71,0.4511,0.4771,0.0718,1,1,1,0,0,0,0,0,0,0,0,0,0
936.84,953.11,935.07,951.15,10807663,14.31,18.04,1.96,1.77,0.7932,0.1086,0.0981,945.15,947.41,929.28,933.82,11.33,18.13,2.26,4.54,0.6249,0.1247,0.2504,959.92,964.49,920.67,926.74,33.18,43.82,4.57,6.07,0.7572,0.1043,0.1385,1,1,1,0,0,0,0,0,0,0,0,1,0
958.07,993.15,956.69,989.62,34855693,31.55,36.46,3.53,1.38,0.8653,0.0968,0.0378,936.84,953.11,935.07,951.15,14.31,18.04,1.96,1.77,0.7932,0.1086,0.0981,945.15,947.41,929.28,933.82,11.33,18.13,2.26,4.54,0.6249,0.1247,0.2504,1,1,1,0,0,0,0,0,0,0,0,0,0
977.0,984.79,955.63,962.6,37481215,14.4,29.16,7.79,6.97,0.4938,0.2671,0.239,958.07,993.15,956.69,989.62,31.55,36.46,3.53,1.38,0.8653,0.0968,0.0378,936.84,953.11,935.07,951.15,14.31,18.04,1.96,1.77,0.7932,0.1086,0.0981,1,1,1,0,0,0,0,0,0,0,0,0,0
973.86,974.69,951.84,969.93,17680764,3.93,22.85,0.83,18.09,0.172,0.0363,0.7917,977.0,984.79,955.63,962.6,14.4,29.16,7.79,6.97,0.4938,0.2671,0.239,958.07,993.15,956.69,989.62,31.55,36.46,3.53,1.38,0.8653,0.0968,0.0378,1,1,1,0,0,1,0,0,0,0,0,0,1
979.3,982.99,964.12,971.92,17150760,7.38,18.87,3.69,7.8,0.3911,0.1955,0.4134,973.86,974.69,951.84,969.93,3.93,22.85,0.83,18.09,0.172,0.0363,0.7917,977.0,984.79,955.63,962.6,14.4,29.16,7.79,6.97,0.4938,0.2671,0.239,1,1,1,0,0,0,0,0,0,0,0,0,0
978.86,1024.48,972.47,1016.27,31924461,37.41,52.01,8.21,6.39,0.7193,0.1579,0.1229,979.3,982.99,964.12,971.92,7.38,18.87,3.69,7.8,0.3911,0.1955,0.4134,973.86,974.69,951.84,969.93,3.93,22.85,0.83,18.09,0.172,0.0363,0.7917,1,1,1,0,0,0,0,0,0,0,0,0,0
1006.07,1010.66,995.78,1004.15,21435754,1.92,14.88,4.59,8.37,0.129,0.3085,0.5625,978.86,1024.48,972.47,1016.27,37.41,52.01,8.21,6.39,0.7193,0.1579,0.1229,979.3,982.99,964.12,971.92,7.38,18.87,3.69,7.8,0.3911,0.1955,0.4134,1,1,1,0,0,0,0,0,0,0,0,0,0
994.99,1020.81,993.63,1005.47,25511666,10.48,27.18,15.34,1.36,0.3856,0.5644,0.05,1006.07,1010.66,995.78,1004.15,1.92,14.88,4.59,8.37,0.129,0.3085,0.5625,978.86,1024.48,972.47,1016.27,37.41,52.01,8.21,6.39,0.7193,0.1579,0.1229,1,1,1,0,0,0,0,0,0,0,0,0,0
1000.76,1030.02,1000.53,1011.19,19506841,10.43,29.49,18.83,0.23,0.3537,0.6385,0.0078,994.99,1020.81,993.63,1005.47,10.48,27.18,15.34,1.36,0.3856,0.5644,0.05,1006.07,1010.66,995.78,1004.15,1.92,14.88,4.59,8.37,0.129,0.3085,0.5625,1,1,1,0,0,0,0,0,0,0,0,0,0
1015.3,1021.67,990.66,1011.17,15154484,4.13,31.01,6.37,20.51,0.1332,0.2054,0.6614,1000.76,1030.02,1000.53,1011.19,10.43,29.49,18.83,0.23,0.3537,0.6385,0.0078,994.99,1020.81,993.63,1005.47,10.48,27.18,15.34,1.36,0.3856,0.5644,0.05,1,1,1,0,0,0,0,0,0,0,0,0,1
1018.53,1022.27,1001.57,1006.97,11519358,11.56,20.7,3.74,5.4,0.5585,0.1807,0.2609,1015.3,1021.67,990.66,1011.17,4.13,31.01,6.37,20.51,0.1332,0.2054,0.6614,1000.76,1030.02,1000.53,1011.19,10.43,29.49,18.83,0.23,0.3537,0.6385,0.0078,1,1,1,0,0,0,0,0,0,0,0,0,1
1012.99,1018.25,980.18,986.5,16864952,26.49,38.07,5.26,6.32,0.6958,0.1382,0.166,1018.53,1022.27,1001.57,1006.97,11.56,20.7,3.74,5.4,0.5585,0.1807,0.2609,1015.3,1021.67,990.66,1011.17,4.13,31.01,6.37,20.51,0.1332,0.2054,0.6614,1,1,1,0,0,0,0,0,0,0,0,0,0
987.63,991.72,960.15,973.26,16698099,14.37,31.57,4.09,13.11,0.4552,0.1296,0.4153,1012.99,1018.25,980.18,986.5,26.49,38.07,5.26,6.32,0.6958,0.1382,0.166,1018.53,1022.27,1001.57,1006.97,11.56,20.7,3.74,5.4,0.5585,0.1807,0.2609,1,1,1,0,0,0,0,0,0,0,0,0,0
975.61,981.15,967.07,969.43,13873801,6.18,14.08,5.54,2.36,0.4389,0.3935,0.1676,987.63,991.72,960.15,973.26,14.37,31.57,4.09,13.11,0.4552,0.1296,0.4153,1012.99,1018.25,980.18,986.5,26.49,38.07,5.26,6.32,0.6958,0.1382,0.166,1,1,1,0,0,0,0,0,0,0,0,0,0
968.25,970.53,939.2,948.54,19210236,19.71,31.33,2.28,9.34,0.6291,0.0728,0.2981,975.61,981.15,967.07,969.43,6.18,14.08,5.54,2.36,0.4389,0.3935,0.1676,987.63,991.72,960.15,973.26,14.37,31.57,4.09,13.11,0.4552,0.1296,0.4153,1,1,1,0,0,0,0,0,0,0,0,0,0
956.64,962.13,923.46,927.2,20647480,29.44,38.67,5.49,3.74,0.7613,0.142,0.0967,968.25,970.53,939.2,948.54,19.71,31.33,2.28,9.34,0.6291,0.0728,0.2981,975.61,981.15,967.07,969.43,6.18,14.08,5.54,2.36,0.4389,0.3935,0.1676,1,1,1,0,0,0,0,0,0,0,0,0,0
918.85,967.23,915.06,960.84,41787429,41.99,52.17,6.39,3.79,0.8049,0.1225,0.0726,956.64,962.13,923.46,927.2,29.44,38.67,5.49,3.74,0.7613,0.142,0.0967,968.25,970.53,939.2,948.54,19.71,31.33,2.28,9.34,0.6291,0.0728,0.2981,1,1,1,0,0,0,0,0,1,0,0,0,0
955.77,957.15,938.32,951.8,18572478,3.97,18.83,1.38,13.48,0.2108,0.0733,0.7159,918.85,967.23,915.06,960.84,41.99,52.17,6.39,3.79,0.8049,0.1225,0.0726,956.64,962.13,923.46,927.2,29.44,38.67,5.49,3.74,0.7613,0.142,0.0967,1,1,1,0,0,1,0,0,0,0,0,0,0
951.59,973.63,948.84,963.38,17421165,11.79,24.79,10.25,2.75,0.4756,0.4135,0.1109,955.77,957.15,938.32,951.8,3.97,18.83,1.38,13.48,0.2108,0.0733,0.7159,918.85,967.23,915.06,960.84,41.99,52.17,6.39,3.79,0.8049,0.1225,0.0726,1,1,1,0,0,0,0,0,1,0,0,0,0
959.8,959.8,941.64,944.83,16822814,14.97,18.16,0.0,3.19,0.8243,0.0,0.1757,951.59,973.63,948.84,963.38,11.79,24.79,10.25,2.75,0.4756,0.4135,0.1109,955.77,957.15,938.32,951.8,3.97,18.83,1.38,13.48,0.2108,0.0733,0.7159,1,1,1,0,0,0,0,0,0,0,0,0,0
947.92,947.92,916.08,919.05,22001648,28.87,31.84,0.0,2.97,0.9067,0.0,0.0933,959.8,959.8,941.64,944.83,14.97,18.16,0.0,3.19,0.8243,0.0,0.1757,951.59,973.63,948.84,963.38,11.79,24.79,10.25,2.75,0.4756,0.4135,0.1109,1,1,1,0,0,0,0,0,0,0,0,0,0
928.54,929.32,910.86,920.53,20180202,8.01,18.46,0.78,9.67,0.4339,0.0423,0.5238,947.92,947.92,916.08,919.05,28.87,31.84,0.0,2.97,0.9067,0.0,0.0933,959.8,959.8,941.64,944.83,14.97,18.16,0.0,3.19,0.8243,0.0,0.1757,1,1,1,0,0,0,0,0,0,0,0,0,0
926.69,945.57,919.1,936.52,20441701,9.83,26.47,9.05,7.59,0.3714,0.3419,0.2867,928.54,929.32,910.86,920.53,8.01,18.46,0.78,9.67,0.4339,0.0423,0.5238,947.92,947.92,916.08,919.05,28.87,31.84,0.0,2.97,0.9067,0.0,0.0933,1,1,1,0,0,0,0,0,0,0,0,1,0
931.31,946.03,922.54,924.43,16250796,6.88,23.49,14.72,1.89,0.2929,0.6266,0.0805,926.69,945.57,919.1,936.52,9.83,26.47,9.05,7.59,0.3714,0.3419,0.2867,928.54,929.32,910.86,920.53,8.01,18.46,0.78,9.67,0.4339,0.0423,0.5238,1,1,1,0,0,0,1,0,0,0,1,0,0
931.31,936.84,924.45,933.08,11723312,1.77,12.39,3.76,6.86,0.1429,0.3035,0.5537,931.31,946.03,922.54,924.43,6.88,23.49,14.72,1.89,0.2929,0.6266,0.0805,926.69,945.57,919.1,936.52,9.83,26.47,9.05,7.59,0.3714,0.3419,0.2867,1,1,1,0,0,0,0,0,0,0,0,0,0
934.51,934.54,905.51,919.58,14875099,14.93,29.03,0.03,14.07,0.5143,0.001,0.4847,931.31,936.84,924.45,933.08,1.77,12.39,3.76,6.86,0.1429,0.3035,0.5537,931.31,946.03,922.54,924.43,6.88,23.49,14.72,1.89,0.2929,0.6266,0.0805,1,1,1,0,0,0,0,0,0,1,0,0,0
924.85,925.28,908.69,915.75,14009194,9.1,16.59,0.43,7.06,0.5485,0.0259,0.4256,934.51,934.54,905.51,919.58,14.93,29.03,0.03,14.07,0.5143,0.001,0.4847,931.31,936.84,924.45,933.08,1.77,12.39,3.76,6.86,0.1429,0.3035,0.5537,1,1,1,0,0,0,0,0,0,0,0,0,0
923.0,944.64,919.91,924.31,24266353,1.31,24.73,20.33,3.09,0.053,0.8221,0.1249,924.85,925.28,908.69,915.75,9.1,16.59,0.43,7.06,0.5485,0.0259,0.4256,934.51,934.54,905.51,919.58,14.93,29.03,0.03,14.07,0.5143,0.001,0.4847,1,1,1,0,0,0,0,1,0,0,0,1,0
